State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,
FL,,4,240,9,20084,KYTRIL    ,,,,,,,,,333.8,334,25245.81,15151.01,10094.8,
FL,,4,242,8,20084,KYTRIL    ,,,,,,,,,110,11,527.82,105.57,422.25,
FL,,4,244,51,20084,INVIRASE  ,,,,,,,,,27786,239,184668.6,184668.6,0,
FL,,4,245,15,20084,INVIRASE  ,,,,,,,,,4740,24,13668,13668,0,
FL,,4,250,1,20084,VESANOID  ,,,,,,,,,534,9,8684.96,8684.96,0,
FL,,4,259,1,20084,CELLCEPT  ,,,,,,,,,181597,1106,577945.39,264427.1,313518.29,
FL,,4,259,5,20084,CELLCEPT  ,,,,,,,,,180,3,676.02,676.02,0,
FL,,4,259,43,20084,CELLCEPT  ,,,,,,,,,34639,222,112614.17,58868.73,53745.44,
FL,,4,260,1,20084,CELLCEPT  ,,,,,,,,,68831,717,499726.16,473174.27,26551.89,
FL,,4,260,43,20084,CELLCEPT  ,,,,,,,,,14145,149,100469.66,84715.14,15754.52,
FL,,4,261,29,20084,CELLCEPT  ,,,,,,,,,25900,137,89358.99,84802.43,4556.56,
FL,,4,264,1,20084,DEMADEX   ,,,,,,,,,60,2,21.3,21.3,0,
FL,,4,273,1,20084,TORADOL   ,,,,,,,,,564,101,2208.4,2208.4,0,
FL,,4,280,22,20084,KLONOPIN  ,,,,,,,,,315,4,333.13,333.13,0,
FL,,4,281,22,20084,KLONOPIN  ,,,,,,,,,240,5,261.21,261.21,0,
FL,,4,283,22,20084,KLONOPIN  ,,,,,,,,,135,3,227.67,227.67,0,
FL,,4,350,9,20084,PEGASYS   ,,,,,,,,,251,64,120055.45,120055.45,0,
FL,,4,352,39,20084,PEGASYS   ,,,,,,,,,429,429,820596.71,820596.71,0,
FL,,4,380,39,20084,FUZEON    ,,,,,,,,,7620,127,302192.69,302192.69,0,
FL,,4,501,9,20084,ZENAPAX   ,,,,,,,,,30,4,2855.51,2855.51,0,
FL,,4,800,85,20084,TAMIFLU   ,,,,,,,,,1027,105,9173.15,9035.16,137.99,
FL,,4,801,85,20084,TAMIFLU   ,,,,,,,,,10,1,89.25,89.25,0,
FL,,4,802,85,20084,TAMIFLU   ,,,,,,,,,30,2,263.52,263.52,0,
FL,,4,810,95,20084,TAMIFLU   ,,,,,,,,,5525,133,9956.2,9909.02,47.18,
FL,,4,1100,20,20084,XELODA    ,,,,,,,,,602,21,3442.1,3442.1,0,
FL,,4,1101,16,20084,XELODA 500,,,,,,,,,98,1,1299.48,100.82,1198.66,
FL,,4,1101,50,20084,XELODA    ,,,,,,,,,16981,208,315546.8,305075.54,10471.26,
FL,,4,1962,1,20084,ROCEPHIN  ,,,,,,,,,436,168,1767.11,1763.79,3.32,
FL,,4,1962,2,20084,ROCEPHIN  ,,,,,,,,,211,84,1013.67,988.76,24.91,
FL,,4,1963,1,20084,ROCEPHIN  ,,,,,,,,,66,46,479.13,479.13,0,
FL,,4,1963,2,20084,ROCEPHIN  ,,,,,,,,,3.5,4,67.08,52.29,14.79,
FL,,4,1964,1,20084,ROCEPHIN  ,,,,,,,,,20.25,44,2617.03,2617.03,0,
FL,,4,1964,2,20084,ROCEPHIN  ,,,,,,,,,0.75,3,289.65,289.65,0,
FL,,4,1964,3,20084,ROCEPHIN 1,,,,,,,,,1.25,2,21.08,21.08,0,
FL,,4,1964,4,20084,ROCEPHIN  ,,,,,,,,,23.25,37,864.12,864.12,0,
FL,,4,1964,5,20084,ROCEPHIN  ,,,,,,,,,4.25,7,141.24,141.24,0,
FL,,4,1964,39,20084,ROCEPHIN 1,,,,,,,,,0.5,2,4.72,4.72,0,
FL,,4,1965,1,20084,ROCEPHIN  ,,,,,,,,,6,6,113.28,113.28,0,
FL,,4,1977,1,20084,FLUOROURAC,,,,,,,,,40,2,545.32,545.32,0,
FL,,4,1999,1,20084,VERSED 1 M,,,,,,,,,77,69,19459.26,19459.26,0,
FL,,4,6203,1,20084,ANAPROX DS,,,,,,,,,122,3,34.77,34.77,0,
FL,,4,6925,6,20084,TORADOL IV,,,,,,,,,1,1,1.07,1.07,0,
FL,,4,6940,3,20084,CYTOVENE  ,,,,,,,,,72.52,17,4082.38,4082.38,0,
FL,,4,9115,0,20084,ROCALTROL ,,,,,,,,,828,38,8066.74,8066.74,0,
FL,,5,2500,86,20084,FIBERCON  ,,,,,,,,,30,1,7.64,7.64,0,
FL,,5,3743,60,20084,DIPYRIDAMO,,,,,,,,,2,1,19.35,19.35,0,
FL,,5,3790,23,20084,DIPYRIDAMO,,,,,,,,,7.2,4,388.41,388.41,0,
FL,,5,3793,23,20084,HYDROXYZIN,,,,,,,,,0.5,1,0.54,0.54,0,
FL,,5,5510,20,20084,CALTRATE 6,,,,,,,,,60,1,7.84,7.84,0,
FL,,6,31,44,20084,FOSAMAX   ,,,,,,,,,16,4,244.68,244.68,0,
FL,,6,32,20,20084,STROMECTOL,,,,,,,,,1048,244,5770.06,5740.7,29.36,
FL,,6,41,68,20084,DECADRON 0,,,,,,,,,16,1,2.64,2.64,0,
FL,,6,43,68,20084,MEPHYTON  ,,,,,,,,,1797,60,3170.95,2967.58,203.37,
FL,,6,112,28,20084,JANUVIA   ,,,,,,,,,270,9,1546.83,1546.83,0,
FL,,6,112,31,20084,JANUVIA   ,,,,,,,,,12828,396,73352.34,72787.79,564.55,
FL,,6,112,54,20084,JANUVIA   ,,,,,,,,,1703,53,9745.09,9745.09,0,
FL,,6,117,1,20084,SINGULAIR ,,,,,,,,,30,1,109.9,109.9,0,
FL,,6,117,28,20084,SINGULAIR ,,,,,,,,,6572,230,23630.17,23243.65,386.52,
FL,,6,117,31,20084,SINGULAIR ,,,,,,,,,568738,19025,2046736.22,2026173.73,20562.49,
FL,,6,117,54,20084,SINGULAIR ,,,,,,,,,217753,7316,784018.76,778612.28,5406.48,
FL,,6,221,28,20084,JANUVIA   ,,,,,,,,,50,2,287.86,287.86,0,
FL,,6,221,31,20084,JANUVIA   ,,,,,,,,,1707,58,9784.63,9784.63,0,
FL,,6,221,54,20084,JANUVIA   ,,,,,,,,,90,2,511.84,511.84,0,
FL,,6,227,61,20084,ISENTRESS ,,,,,,,,,80348,1346,1205837.42,1200190.03,5647.39,
FL,,6,267,6,20084,MAXALT    ,,,,,,,,,18,3,339.75,339.75,0,
FL,,6,267,12,20084,MAXALT    ,,,,,,,,,228,26,4731.84,4731.84,0,
FL,,6,270,44,20084,FOSAMAX PL,,,,,,,,,368,92,7393.12,7360.13,32.99,
FL,,6,275,1,20084,SINGULAIR ,,,,,,,,,90,3,325.64,325.64,0,
FL,,6,275,28,20084,SINGULAIR ,,,,,,,,,1060,36,3844,3844,0,
FL,,6,275,31,20084,SINGULAIR ,,,,,,,,,451617.111,15093,1625976.08,1595672.26,30303.82,
FL,,6,275,54,20084,SINGULAIR ,,,,,,,,,55926,1870,201028.86,200303.03,725.83,
FL,,6,277,28,20084,JANUVIA   ,,,,,,,,,390,13,2234.31,2234.31,0,
FL,,6,277,31,20084,JANUVIA   ,,,,,,,,,81870,2717,468968.31,466635.37,2332.94,
FL,,6,277,54,20084,JANUVIA   ,,,,,,,,,7144,235,40868.67,40868.67,0,
FL,,6,277,82,20084,JANUVIA   ,,,,,,,,,30,1,171.87,171.87,0,
FL,,6,461,2,20084,EMEND     ,,,,,,,,,46,19,4170.71,3919.21,251.5,
FL,,6,461,5,20084,EMEND     ,,,,,,,,,21,7,2076.57,2076.57,0,
FL,,6,461,6,20084,EMEND     ,,,,,,,,,68,5,6068.26,6068.26,0,
FL,,6,462,5,20084,EMEND     ,,,,,,,,,62.2,76,22104.77,22104.77,0,
FL,,6,462,6,20084,EMEND     ,,,,,,,,,1,1,139.32,139.32,0,
FL,,6,464,5,20084,EMEND     ,,,,,,,,,3,2,626.65,626.65,0,
FL,,6,568,40,20084,ZOLINZA   ,,,,,,,,,224,4,15471.84,15471.84,0,
FL,,6,573,40,20084,CRIXIVAN  ,,,,,,,,,1280,12,3445.11,3445.11,0,
FL,,6,573,54,20084,CRIXIVAN  ,,,,,,,,,1440,13,3882.6,3882.6,0,
FL,,6,573,62,20084,CRIXIVAN  ,,,,,,,,,6924,43,18549.14,18549.14,0,
FL,,6,574,65,20084,CRIXIVAN  ,,,,,,,,,90,1,202.91,202.91,0,
FL,,6,575,52,20084,JANUMET   ,,,,,,,,,510,9,1463.01,1463.01,0,
FL,,6,575,61,20084,JANUMET   ,,,,,,,,,32449,586,93142.36,93015.65,126.71,
FL,,6,575,62,20084,JANUMET   ,,,,,,,,,2040,37,5856.27,5856.27,0,
FL,,6,575,82,20084,JANUMET   ,,,,,,,,,180,6,528.3,528.3,0,
FL,,6,577,52,20084,JANUMET   ,,,,,,,,,90,3,264.15,264.15,0,
FL,,6,577,61,20084,JANUMET   ,,,,,,,,,36992,650,106111.65,105392.45,719.2,
FL,,6,577,62,20084,JANUMET   ,,,,,,,,,750,13,2150.49,2150.49,0,
FL,,6,577,82,20084,JANUMET   ,,,,,,,,,60,1,171.87,171.87,0,
FL,,6,602,68,20084,CUPRIMINE ,,,,,,,,,270,3,983.28,983.28,0,
FL,,6,705,68,20084,NOROXIN   ,,,,,,,,,3,1,14.25,14.25,0,
FL,,6,710,44,20084,FOSAMAX PL,,,,,,,,,3372,843,67746.75,67308,438.75,
FL,,6,711,28,20084,SINGULAIR ,,,,,,,,,600,20,2161.46,2090.8,70.66,
FL,,6,711,31,20084,SINGULAIR ,,,,,,,,,359442,12014,1294811.22,1278638.15,16173.07,
FL,,6,711,54,20084,SINGULAIR ,,,,,,,,,31436,1057,113271.23,113114.73,156.5,
FL,,6,717,28,20084,HYZAAR    ,,,,,,,,,390,13,863.83,863.83,0,
FL,,6,717,31,20084,HYZAAR    ,,,,,,,,,11930,384,26405.69,26405.69,0,
FL,,6,717,54,20084,HYZAAR    ,,,,,,,,,7589,237,16750.29,16750.29,0,
FL,,6,735,31,20084,ZOCOR     ,,,,,,,,,60,2,18.96,18.96,0,
FL,,6,735,54,20084,ZOCOR     ,,,,,,,,,157,6,77.59,77.59,0,
FL,,6,735,82,20084,ZOCOR     ,,,,,,,,,30,1,20.4,20.4,0,
FL,,6,740,31,20084,ZOCOR     ,,,,,,,,,270,9,143.61,143.61,0,
FL,,6,740,54,20084,ZOCOR     ,,,,,,,,,1580,53,1060.64,1060.64,0,
FL,,6,740,82,20084,ZOCOR     ,,,,,,,,,240,8,119.5,119.5,0,
FL,,6,745,28,20084,HYZAAR    ,,,,,,,,,393,13,1167.05,1167.05,0,
FL,,6,745,31,20084,HYZAAR    ,,,,,,,,,7474,249,22193.27,22028.75,164.52,
FL,,6,745,54,20084,HYZAAR    ,,,,,,,,,2042,68,6065.14,6065.14,0,
FL,,6,747,28,20084,HYZAAR    ,,,,,,,,,300,10,850.61,850.61,0,
FL,,6,747,31,20084,HYZAAR    ,,,,,,,,,22082,736,65548.24,64647.1,901.14,
FL,,6,747,54,20084,HYZAAR    ,,,,,,,,,8009,267,23721.69,23721.69,0,
FL,,6,749,31,20084,ZOCOR     ,,,,,,,,,90,3,85.96,85.96,0,
FL,,6,749,54,20084,ZOCOR     ,,,,,,,,,522,19,447,447,0,
FL,,6,749,82,20084,ZOCOR     ,,,,,,,,,450,15,333.78,333.78,0,
FL,,6,951,28,20084,COZAAR    ,,,,,,,,,380,17,690.53,690.53,0,
FL,,6,951,54,20084,COZAAR    ,,,,,,,,,16511.996,556,29235.07,29142.74,92.33,
FL,,6,952,28,20084,COZAAR    ,,,,,,,,,1096,37,2229.66,2229.66,0,
FL,,6,952,31,20084,COZAAR    ,,,,,,,,,31547,1054,64412.3,64268.52,143.78,
FL,,6,952,54,20084,COZAAR    ,,,,,,,,,15881,530,32430.38,32301.85,128.53,
FL,,6,952,82,20084,COZAAR    ,,,,,,,,,665,22,1357.88,1357.88,0,
FL,,6,960,28,20084,COZAAR    ,,,,,,,,,398,14,1090.31,1090.31,0,
FL,,6,960,31,20084,COZAAR    ,,,,,,,,,38222,1250,104310.29,103853.4,456.89,
FL,,6,960,54,20084,COZAAR    ,,,,,,,,,16776,545,45776.72,45704.17,72.55,
FL,,6,960,82,20084,COZAAR    ,,,,,,,,,423,17,1168.72,1168.72,0,
FL,,6,963,58,20084,PEPCID    ,,,,,,,,,152,3,26.87,26.87,0,
FL,,6,3239,66,20084,DIURIL    ,,,,,,,,,1295,15,122.56,122.56,0,
FL,,6,3298,22,20084,COSMEGEN  ,,,,,,,,,6,4,707.86,707.86,0,
FL,,6,3357,53,20084,MEFOXIN   ,,,,,,,,,2,3,817.98,817.98,0,
FL,,6,3376,66,20084,INDOCIN   ,,,,,,,,,1207,9,253.71,253.71,0,
FL,,6,3514,58,20084,PRIMAXIN  ,,,,,,,,,114,30,2128.79,1595.59,533.2,
FL,,6,3516,59,20084,PRIMAXIN  ,,,,,,,,,685,68,23603.33,23603.33,0,
FL,,6,3517,75,20084,PRIMAXIN  ,,,,,,,,,32,1,1153.98,1153.98,0,
FL,,6,3519,36,20084,TRUSOPT   ,,,,,,,,,2100,210,13921.25,13875.49,45.76,
FL,,6,3538,92,20084,PEPCID    ,,,,,,,,,200,3,489.08,489.08,0,
FL,,6,3552,59,20084,PRIMAXIN  ,,,,,,,,,24,1,865.33,865.33,0,
FL,,6,3628,35,20084,COSOPT    ,,,,,,,,,20,2,223.58,223.58,0,
FL,,6,3628,36,20084,COSOPT    ,,,,,,,,,7790,779,91995.65,91774.47,221.18,
FL,,6,3801,6,20084,MAXALT MLT,,,,,,,,,10,1,185.95,185.95,0,
FL,,6,3801,9,20084,MAXALT MLT,,,,,,,,,27,3,563.62,563.62,0,
FL,,6,3801,12,20084,MAXALT MLT,,,,,,,,,265,29,5513.12,5371.71,141.41,
FL,,6,3822,10,20084,CANCIDAS  ,,,,,,,,,100,54,39134.82,38898.8,236.02,
FL,,6,3833,34,20084,FOSAMAX   ,,,,,,,,,15225,56,4472.98,4240.09,232.89,
FL,,6,3841,30,20084,SINGULAIR ,,,,,,,,,99914,3359,359830.92,356860.85,2970.07,
FL,,6,3843,71,20084,INVANZ    ,,,,,,,,,1094.5,393,67619.64,67619.64,0,
FL,,6,3845,71,20084,INVANZ    ,,,,,,,,,37,37,1474.82,1474.82,0,
