State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,
FL,,2,7335,16,20044,HUMATROPE ,,,,,,,,,21,1,16.84,0,0,
FL,,2,7355,1,20044,VANCOCIN H,,,,,,,,,128,5,97.95,0,0,
FL,,2,7501,1,20044,GEMZAR    ,,,,,,,,,200,7,134.61,0,0,
FL,,2,7502,1,20044,GEMZAR    ,,,,,,,,,170,6,57.92,0,0,
FL,,2,7510,1,20044,HUMALOG   ,,,,,,,,,14472,350,41314.29,0,0,
FL,,2,7511,1,20044,HUMALOG MI,,,,,,,,,17376,433,49790.34,0,0,
FL,,2,7516,59,20044,HUMALOG CA,,,,,,,,,20739,491,60328.8,0,0,
FL,,2,7597,1,20044,ZYPREXA IN,,,,,,,,,18346,441,53926,0,0,
FL,,2,7623,1,20044,ALIMTA    ,,,,,,,,,85688,2573,248879.27,0,0,
FL,,2,8031,1,20044,GLUCAGON F,,,,,,,,,87838,2625,255412.53,0,0,
FL,,2,8085,1,20044,GLUCAGON F,,,,,,,,,90967,2696,272718.94,0,0,
FL,,2,8089,1,20044,HUMATROPE ,,,,,,,,,92602,2729,278002.83,0,0,
FL,,2,8090,1,20044,HUMATROPE ,,,,,,,,,186677,4849,538213.71,0,0,
FL,,2,8091,1,20044,HUMATROPE ,,,,,,,,,206027,5225,591188.75,0,0,
FL,,2,8211,1,20044,REGULAR IL,,,,,,,,,214493,5404,637033.19,0,0,
FL,,2,8215,1,20044,HUMULIN R ,,,,,,,,,215166,5433,640998.5,0,0,
FL,,2,8311,1,20044,NPH ILETIN,,,,,,,,,6519,228,46434.65,0,0,
FL,,2,8315,1,20044,HUMULIN N ,,,,,,,,,20064,688,143160.92,0,0,
FL,,2,8415,1,20044,HUMULIN L ,,,,,,,,,25630,874,182412.55,0,0,
FL,,2,8501,1,20044,HUMULIN R ,,,,,,,,,27228,918,200557.99,0,0,
FL,,2,8615,1,20044,HUMULIN U ,,,,,,,,,120,4,859.56,0,0,
FL,,2,8715,1,20044,HUMULIN 70,,,,,,,,,165,6,1184.01,0,0,
FL,,2,8725,59,20044,HUMALOG PE,,,,,,,,,330,11,2357.29,0,0,
FL,,2,8730,59,20044,HUMULIN N ,,,,,,,,,302,10,2241.68,0,0,
FL,,2,8770,59,20044,HUMULIN 70,,,,,,,,,2795,94,30181.13,0,0,
FL,,2,8794,59,20044,HUMALOG MI,,,,,,,,,8621,294,93257.42,0,0,
FL,,2,8971,1,20044,FORTEO    ,,,,,,,,,9723,330,104718.64,0,0,
FL,,2,9504,25,20044,CEFAZOLIN ,,,,,,,,,10186,348,113167.66,0,0,
FL,,2,9515,1,20044,HUMULIN 50,,,,,,,,,60,2,648.88,0,0,
FL,,3,101,20,20044,TRIMOX    ,,,,,,,,,60,2,648.88,0,0,
FL,,3,101,50,20044,TRIMOX 250,,,,,,,,,45,2,483.15,0,0,
FL,,3,101,60,20044,TRIMOX 250,,,,,,,,,240,8,2665.2,0,0,
FL,,3,109,20,20044,TRIMOX    ,,,,,,,,,418,14,2994.42,0,0,
FL,,3,109,55,20044,TRIMOX    ,,,,,,,,,2466,82,17632.52,0,0,
FL,,3,109,60,20044,TRIMOX 500,,,,,,,,,3454,115,24668.64,0,0,
FL,,3,114,50,20044,VELOSEF '5,,,,,,,,,4540,153,33365.41,0,0,
FL,,3,116,50,20044,VEETIDS 50,,,,,,,,,30,1,214.89,0,0,
FL,,3,116,75,20044,VEETIDS 50,,,,,,,,,60,2,429.78,0,0,
FL,,3,122,50,20044,PRINCIPEN ,,,,,,,,,45,2,320.76,0,0,
FL,,3,122,60,20044,PRINCIPEN ,,,,,,,,,120,4,890.84,0,0,
FL,,3,134,50,20044,PRINCIPEN ,,,,,,,,,691,23,7465.79,0,0,
FL,,3,134,60,20044,PRINCIPEN ,,,,,,,,,3375,113,36492.43,0,0,
FL,,3,248,15,20044,HALOG 0.1%,,,,,,,,,3848,129,41464.96,0,0,
FL,,3,248,20,20044,HALOG 0.1%,,,,,,,,,5572,188,61612.12,0,0,
FL,,3,248,30,20044,HALOG 0.1%,,,,,,,,,60,2,357.04,0,0,
FL,,3,249,15,20044,HALOG 0.1%,,,,,,,,,169,6,1541.64,0,0,
FL,,3,249,20,20044,HALOG 0.1%,,,,,,,,,302,10,3353.44,0,0,
FL,,3,251,50,20044,DELESTROGE,,,,,,,,,761,25,2023.52,0,0,
FL,,3,293,5,20044,KENALOG-40,,,,,,,,,17273,388,47713.66,0,0,
FL,,3,293,20,20044,KENALOG-40,,,,,,,,,6917,238,21728.81,0,0,
FL,,3,293,28,20044,KENALOG-40,,,,,,,,,92998,3067,291438.31,0,0,
FL,,3,343,50,20044,DELESTROGE,,,,,,,,,60,2,189.3,0,0,
FL,,3,390,50,20044,CAPOZIDE 5,,,,,,,,,1163,39,3670.25,0,0,
FL,,3,429,50,20044,FLORINEF A,,,,,,,,,26583,780,77406.77,0,0,
FL,,3,437,30,20044,FUNGIZONE ,,,,,,,,,27838,809,80877.01,0,0,
FL,,3,438,50,20044,PRONESTYL ,,,,,,,,,28708,830,85575.67,0,0,
FL,,3,450,54,20044,CAPOTEN 12,,,,,,,,,29709,812,88887.57,0,0,
FL,,3,450,75,20044,CAPOTEN 12,,,,,,,,,76790,2440,223084.1,0,0,
FL,,3,494,20,20044,KENALOG-10,,,,,,,,,77828,2439,225460.57,0,0,
FL,,3,496,20,20044,KENALOG IN,,,,,,,,,82325,2562,246616.63,0,0,
FL,,3,501,62,20044,KENALOG   ,,,,,,,,,84023,2598,251247.59,0,0,
FL,,3,506,20,20044,KENALOG   ,,,,,,,,,5404,170,17001.68,0,0,
FL,,3,506,46,20044,KENALOG   ,,,,,,,,,68934.999,1722,184320.34,0,0,
FL,,3,506,49,20044,KENALOG   ,,,,,,,,,196,7,620.35,0,0,
FL,,3,508,56,20044,KENALOG   ,,,,,,,,,2076,51,6473.12,0,0,
FL,,3,543,20,20044,MYCOSTATIN,,,,,,,,,243,8,179.64,0,0,
FL,,3,566,30,20044,MYCOLOG II,,,,,,,,,120,4,88.92,0,0,
FL,,3,566,60,20044,MYCOLOG II,,,,,,,,,120,4,89.37,0,0,
FL,,3,566,65,20044,MYCOLOG II,,,,,,,,,90,3,52.42,0,0,
FL,,3,569,2,20044,PROLIXIN  ,,,,,,,,,466,16,347.28,0,0,
FL,,3,569,15,20044,PROLIXIN  ,,,,,,,,,269,8,195.24,0,0,
FL,,3,579,31,20044,MYCOSTATIN,,,,,,,,,150,5,111.6,0,0,
FL,,3,588,10,20044,MYCOSTATIN,,,,,,,,,100,4,58.34,0,0,
FL,,3,593,20,20044,MYCOSTATIN,,,,,,,,,35069,1041,175752.58,0,0,
FL,,3,643,50,20044,NYDRAZID I,,,,,,,,,33472,974,167500.46,0,0,
FL,,3,681,44,20044,VEETIDS 12,,,,,,,,,23730,841,118957.47,0,0,
FL,,3,681,54,20044,VEETIDS 12,,,,,,,,,22995,811,119152.78,0,0,
FL,,3,682,44,20044,VEETIDS 25,,,,,,,,,85108.3,2622,419972.9,0,0,
FL,,3,682,54,20044,VEETIDS 25,,,,,,,,,75820,2418,378060.65,0,0,
FL,,3,690,50,20044,TESLAC    ,,,,,,,,,51012,1807,254430.22,0,0,
FL,,3,815,50,20044,SUMYCIN SY,,,,,,,,,40010,1440,208811.45,0,0,
FL,,3,830,50,20044,HYDREA    ,,,,,,,,,290132,8024,1444715.88,0,0,
FL,,3,845,50,20044,ALLOPURINO,,,,,,,,,261151,7304,1304748.81,0,0,
FL,,3,877,50,20044,PROLIXIN  ,,,,,,,,,147692.5,4974,737449.43,0,0,
FL,,3,969,9,20044,PRINCIPEN ,,,,,,,,,120116,4131,621792.09,0,0,
FL,,3,972,52,20044,PRINCIPEN ,,,,,,,,,38343,1083,227213.1,0,0,
FL,,3,972,61,20044,PRINCIPEN ,,,,,,,,,38316,1130,226450.81,0,0,
FL,,3,1482,15,20044,HALOG 0.1%,,,,,,,,,24683,868,146630.89,0,0,
FL,,3,1482,20,20044,HALOG 0.1%,,,,,,,,,21752,750,132630.87,0,0,
FL,,3,1482,30,20044,HALOG 0.1%,,,,,,,,,84385,2600,495814.02,0,0,
FL,,3,1482,40,20044,HALOG 0.1%,,,,,,,,,79341,2336,465345.21,0,0,
FL,,3,1494,31,20044,HALOG-E 0.,,,,,,,,,55537,1899,325712.94,0,0,
FL,,3,1737,30,20044,TRIMOX 125,,,,,,,,,44909,1577,274375.18,0,0,
FL,,3,1737,40,20044,TRIMOX 125,,,,,,,,,478196,12459,2821184.17,0,0,
FL,,3,1737,45,20044,TRIMOX 125,,,,,,,,,434780,11165,2570079.74,0,0,
FL,,3,1738,30,20044,TRIMOX 250,,,,,,,,,250154,8116,1487645.83,0,0,
FL,,3,1738,40,20044,TRIMOX 250,,,,,,,,,205568,6859,1267168.56,0,0,
FL,,3,1738,45,20044,TRIMOX 250,,,,,,,,,90,3,429.01,0,0,
FL,,3,1964,1,20044,ZERIT     ,,,,,,,,,60,2,435.44,0,0,
FL,,3,1965,1,20044,ZERIT     ,,,,,,,,,30,1,215.23,0,0,
FL,,3,1966,1,20044,ZERIT     ,,,,,,,,,19323,644,134453.25,0,0,
FL,,3,1967,1,20044,ZERIT     ,,,,,,,,,19202,642,133423.53,0,0,
FL,,3,1968,1,20044,ZERIT     ,,,,,,,,,16270,572,114886.14,0,0,
FL,,3,2725,10,20044,TOBRAMYCIN,,,,,,,,,14738,514,107803.87,0,0,
FL,,3,2725,30,20044,TOBRAMYCIN,,,,,,,,,77272,2261,555609.98,0,0,
FL,,3,3623,12,20044,REYATAZ   ,,,,,,,,,69391,2057,497136.95,0,0,
FL,,3,3624,12,20044,REYATAZ   ,,,,,,,,,50146,1691,361057.79,0,0,
FL,,3,3631,12,20044,REYATAZ   ,,,,,,,,,45602,1548,338087.17,0,0,
FL,,3,5154,5,20044,PRAVACHOL ,,,,,,,,,32021,794,268288.54,0,0,
FL,,3,5173,11,20044,PRAVIGARD ,,,,,,,,,31507,793,265509.66,0,0,
FL,,3,5178,5,20044,PRAVACHOL ,,,,,,,,,17421,588,144144.97,0,0,
FL,,3,5178,6,20044,PRAVACHOL ,,,,,,,,,13076,441,108463.63,0,0,
FL,,3,5178,75,20044,PRAVACHOL ,,,,,,,,,51180,1316,454715.09,0,0,
FL,,3,5194,10,20044,PRAVACHOL ,,,,,,,,,46992,1240,415058.07,0,0,
FL,,3,5195,10,20044,PRAVACHOL ,,,,,,,,,29138.091,955,255943.74,0,0,
FL,,3,6335,17,20044,DROXIA    ,,,,,,,,,26072,898,238123.36,0,0,
FL,,3,6336,17,20044,DROXIA    ,,,,,,,,,765366,17116,6846191.19,0,0,
FL,,3,6337,17,20044,DROXIA    ,,,,,,,,,709575,15837,6344864.88,0,0,
FL,,4,28,28,20044,NAPROSYN S,,,,,,,,,304586,9522,2729816.47,0,0,
FL,,4,38,22,20044,VALCYTE 45,,,,,,,,,253977,8339,2344462.76,0,0,
FL,,4,58,1,20044,KLONOPIN 1,,,,,,,,,28814,984,73041.01,0,0,
FL,,4,68,1,20044,KLONOPIN 0,,,,,,,,,29223,1005,73705.35,0,0,
FL,,4,86,94,20044,COPEGUS 20,,,,,,,,,30394,1036,76214.2,0,0,
FL,,4,98,1,20044,KLONOPIN 2,,,,,,,,,27698,937,73877.35,0,0,
FL,,4,121,1,20044,BUMEX 1MG ,,,,,,,,,90,3,230.76,0,0,
FL,,4,125,1,20044,BUMEX 0.5M,,,,,,,,,60,2,153.84,0,0,
FL,,4,143,1,20044,ROCALTROL ,,,,,,,,,30,1,80.73,0,0,
FL,,4,143,23,20044,ROCALTROL ,,,,,,,,,44467,1495,113265.73,0,0,
FL,,4,144,1,20044,ROCALTROL ,,,,,,,,,45297,1522,115389.18,0,0,
FL,,4,155,49,20044,ACCUTANE 1,,,,,,,,,46164,1545,117119.14,0,0,
FL,,4,156,49,20044,ACCUTANE 4,,,,,,,,,42412,1415,112907.28,0,0,
FL,,4,162,1,20044,BUMEX 2MG ,,,,,,,,,30,1,415.84,0,0,
FL,,4,168,51,20044,VERSED 2MG,,,,,,,,,17620,438,236583.83,0,0,
FL,,4,169,49,20044,ACCUTANE 2,,,,,,,,,20667,474,276770.77,0,0,
FL,,4,180,22,20044,CARDENE SR,,,,,,,,,24749,551,330075.57,0,0,
FL,,4,181,22,20044,CARDENE SR,,,,,,,,,18750,472,259009.25,0,0,
FL,,4,183,1,20044,CARDENE 20,,,,,,,,,519424,11558,6966356.38,0,0,
FL,,4,220,1,20044,HIVID 0.37,,,,,,,,,516814,11306,6929431.19,0,0,
FL,,4,221,1,20044,HIVID 0.75,,,,,,,,,772467,15668,10317105,0,0,
FL,,4,237,9,20044,KYTRIL ORA,,,,,,,,,570243,12053,7847240.65,0,0,
FL,,4,239,9,20044,KYTRIL 1ML,,,,,,,,,2856,77,50952.1,0,0,
FL,,4,241,26,20044,KYTRIL 1 M,,,,,,,,,3561,101,63180.52,0,0,
FL,,4,241,33,20044,KYTRIL 1 M,,,,,,,,,4598.035,150,81996.75,0,0,
FL,,4,242,8,20044,KYTRIL 0.1,,,,,,,,,5773,185,105402.85,0,0,
FL,,4,245,15,20044,INVIRASE C,,,,,,,,,453357,11082,8080242.49,0,0,
FL,,4,246,48,20044,FORTOVASE ,,,,,,,,,492716,11580,8777631.24,0,0,
FL,,4,250,1,20044,VESANOID C,,,,,,,,,295162,9403,5250185.45,0,0,
FL,,4,256,52,20044,XENICAL CA,,,,,,,,,299739,9724,5492303.62,0,0,
FL,,4,259,1,20044,CELLCEPT C,,,,,,,,,180,5,1194.82,0,0,
FL,,4,259,5,20044,CELLCEPT C,,,,,,,,,315,11,2087.32,0,0,
FL,,4,259,43,20044,CELLCEPT C,,,,,,,,,330,11,2297.8,0,0,
FL,,4,260,1,20044,CELLCEPT 5,,,,,,,,,164,6,1167.91,0,0,
FL,,4,260,43,20044,CELLCEPT 5,,,,,,,,,58435,1664,374178.81,0,0,
FL,,4,261,29,20044,CELLCEPT O,,,,,,,,,53622,1494,350325.45,0,0,
FL,,4,262,1,20044,DEMADEX 5M,,,,,,,,,29904,1024,206507.65,0,0,
FL,,4,262,49,20044,DEMADEX 5M,,,,,,,,,25019,897,180862.93,0,0,
FL,,4,263,1,20044,DEMADEX 10,,,,,,,,,820,20,7777.09,0,0,
FL,,4,263,49,20044,DEMADEX 10,,,,,,,,,240,7,2314.83,0,0,
FL,,4,264,1,20044,DEMADEX 20,,,,,,,,,123,4,1255.52,0,0,
FL,,4,264,49,20044,DEMADEX 20,,,,,,,,,90,3,928.26,0,0,
FL,,4,265,1,20044,DEMADEX 10,,,,,,,,,49076,1207,460723.03,0,0,
FL,,4,269,48,20044,CYTOVENE 2,,,,,,,,,45988,1157,440544.75,0,0,
FL,,4,273,1,20044,TORADOL 10,,,,,,,,,22716,747,225476.52,0,0,
FL,,4,278,48,20044,CYTOVENE 5,,,,,,,,,19554,658,199662.85,0,0,
FL,,4,279,22,20044,KLONOPIN 0,,,,,,,,,555,14,7587.11,0,0,
FL,,4,280,22,20044,KLONOPIN 0,,,,,,,,,930,18,13008.63,0,0,
FL,,4,281,22,20044,KLONOPIN 0,,,,,,,,,678,14,9825.4,0,0,
FL,,4,282,22,20044,KLONOPIN 1,,,,,,,,,476,12,7068.21,0,0,
FL,,4,283,22,20044,KLONOPIN 2,,,,,,,,,22875,566,309639.96,0,0,
FL,,4,288,57,20044,SORIATANE ,,,,,,,,,20919,519,287966.43,0,0,
FL,,4,289,57,20044,SORIATANE ,,,,,,,,,28492,669,407406.13,0,0,
FL,,4,350,9,20044,PEGASYS 18,,,,,,,,,30833,700,453628.83,0,0,
FL,,4,350,39,20044,PEGASYS CO,,,,,,,,,720,20,12841.36,0,0,
FL,,4,352,39,20044,PEGASYS PF,,,,,,,,,593,18,10836.88,0,0,
FL,,4,380,39,20044,FUZEON 90M,,,,,,,,,838,26,15835.52,0,0,
FL,,4,501,9,20044,ZENAPAX 25,,,,,,,,,705,24,13650.59,0,0,
FL,,4,800,85,20044,TAMIFLU 75,,,,,,,,,29751,757,526958.49,0,0,
FL,,4,810,95,20044,TAMIFLU OR,,,,,,,,,31555,783,570737.3,0,0,
FL,,4,1003,28,20044,GANTRISIN ,,,,,,,,,18266,574,342486.73,0,0,
FL,,4,1100,51,20044,XELODA 150,,,,,,,,,18652,601,359613.35,0,0,
FL,,4,1101,16,20044,XELODA 500,,,,,,,,,4,1,38.9,0,0,
FL,,4,1962,1,20044,ROCEPHIN 2,,,,,,,,,1,1,13.76,0,0,
FL,,4,1962,2,20044,ROCEPHIN 2,,,,,,,,,34,7,324.3,0,0,
FL,,4,1963,1,20044,ROCEPHIN 5,,,,,,,,,116,27,1139.27,0,0,
FL,,4,1963,2,20044,ROCEPHIN 5,,,,,,,,,51,25,556.7,0,0,
FL,,4,1964,1,20044,ROCEPHIN 1,,,,,,,,,21,19,275.03,0,0,
FL,,4,1964,2,20044,ROCEPHIN 1,,,,,,,,,184,43,1760.42,0,0,
FL,,4,1964,4,20044,ROCEPHIN 1,,,,,,,,,543,130,5310.84,0,0,
FL,,4,1964,5,20044,ROCEPHIN 1,,,,,,,,,460,161,4768.66,0,0,
FL,,4,1965,1,20044,ROCEPHIN 2,,,,,,,,,284,147,3244.47,0,0,
FL,,4,1965,2,20044,ROCEPHIN 2,,,,,,,,,150,1,36.03,0,0,
FL,,4,1965,5,20044,ROCEPHIN 2,,,,,,,,,225,1,46.33,0,0,
FL,,4,1971,1,20044,ROCEPHIN 1,,,,,,,,,150,1,49.16,0,0,
FL,,4,2002,78,20044,ROCEPHIN I,,,,,,,,,300,2,98.32,0,0,
FL,,4,2003,78,20044,ROCEPHIN I,,,,,,,,,300,1,94.08,0,0,
FL,,4,2016,9,20044,ROFERON-A ,,,,,,,,,1120,5,1894.23,0,0,
FL,,4,5920,1,20044,TASMAR 100,,,,,,,,,400,2,677.42,0,0,
FL,,4,5921,1,20044,TASMAR 200,,,,,,,,,300,1,493.51,0,0,
FL,,4,6200,1,20044,ANAPROX DS,,,,,,,,,1105,9,1886.07,0,0,
FL,,4,6203,1,20044,ANAPROX DS,,,,,,,,,550,4,664.63,0,0,
FL,,4,6203,14,20044,ANAPROX DS,,,,,,,,,270,3,450.9,0,0,
FL,,4,6310,1,20044,NAPROSYN 5,,,,,,,,,100,1,49.15,0,0,
FL,,4,6310,14,20044,NAPROSYN 5,,,,,,,,,9.6,1,24.77,0,0,
FL,,4,6311,1,20044,NAPROSYN 3,,,,,,,,,34,4,413.85,0,0,
FL,,4,6311,14,20044,NAPROSYN 3,,,,,,,,,9754,13,2187.68,0,0,
FL,,4,6312,1,20044,NAPROSYN 2,,,,,,,,,24.15,4,352.42,0,0,
FL,,4,6313,1,20044,NAPROSYN 2,,,,,,,,,59,16,866.13,0,0,
FL,,4,6314,1,20044,NAPROSYN 3,,,,,,,,,107,28,1566.48,0,0,
FL,,4,6316,1,20044,NAPROSYN 5,,,,,,,,,17,4,246.99,0,0,
FL,,4,6415,1,20044,EC-NAPROSY,,,,,,,,,131,11,29692.27,0,0,
FL,,4,6416,1,20044,EC- NAPROS,,,,,,,,,224,18,50768.07,0,0,
FL,,4,6940,3,20044,CYTOVENE V,,,,,,,,,407,27,93135.86,0,0,
FL,,4,9115,0,20044,ROCALTROL ,,,,,,,,,455,25,107465.14,0,0,
FL,,5,753,23,20044,DIAMOX SEQ,,,,,,,,,794,65,179955.52,0,0,
FL,,5,3180,34,20044,CLONIDINE ,,,,,,,,,733,44,130517.68,0,0,
FL,,5,3182,23,20044,CLONIDINE ,,,,,,,,,462,24,68237.83,0,0,
FL,,5,3218,43,20044,ATENOLOL T,,,,,,,,,331,24,75398.63,0,0,
FL,,5,3219,43,20044,ATENOLOL T,,,,,,,,,5,5,697.85,0,0,
FL,,5,3220,34,20044,ATENOLOL T,,,,,,,,,2,2,279.14,0,0,
FL,,5,3234,23,20044,ZIAC TAB 5,,,,,,,,,6.5,8,907.47,0,0,
FL,,5,3235,38,20044,ZIAC 10MG/,,,,,,,,,114,8,12540.01,0,0,
FL,,5,3238,23,20044,ZIAC TAB 2,,,,,,,,,200,13,23684.22,0,0,
FL,,5,3416,23,20044,CIMETIDINE,,,,,,,,,175,10,20644.95,0,0,
FL,,5,3752,34,20044,HYDROCHLOR,,,,,,,,,69,12,8174.11,0,0,
FL,,5,3816,38,20044,ZEBETA TAB,,,,,,,,,44,14,26266.3,0,0,
FL,,5,3817,38,20044,ZEBETA TAB,,,,,,,,,66,14,38910.46,0,0,
FL,,5,3960,31,20044,SULFASALAZ,,,,,,,,,62,15,36509.02,0,0,
FL,,5,4507,23,20044,METHOTREX ,,,,,,,,,21510,1623,128475.46,0,0,
FL,,5,5093,23,20044,PYRAZINAMI,,,,,,,,,19733,1531,122441.18,0,0,
FL,,5,5586,11,20044,MATERNA TA,,,,,,,,,19912,1589,122449.11,0,0,
