State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,,
,,2,4115,60,20004,ZYPREXA   ,,,,,,,,,450589.5,11382,2260397.88,0,0,,,
,,2,4116,33,20004,ZYPREXA   ,,,,,,,,,13818,404,69380.41,0,0,,,
,,2,4116,60,20004,ZYPREXA   ,,,,,,,,,88036,2086,438361.56,0,0,,,
,,2,4117,33,20004,ZYPREXA   ,,,,,,,,,39760,1037,298392.12,0,0,,,
,,2,4117,60,20004,ZYPREXA   ,,,,,,,,,1025427.71,21717,7766975.11,0,0,,,
,,2,4165,2,20004,RALOXIFENE,,,,,,,,,52144,1755,103755.07,0,0,,,
,,2,4165,7,20004,RALOXIFENE,,,,,,,,,300,8,591.39,0,0,,,
,,2,4165,30,20004,RALOXIFENE,,,,,,,,,134434,4464,266878.71,0,0,,,
,,2,4415,30,20004,ZYPREXA   ,,,,,,,,,114426.333,3277,1288429.06,0,0,,,
,,2,4415,33,20004,ZYPREXA   ,,,,,,,,,1644,49,18644.71,0,0,,,
,,2,4415,60,20004,ZYPREXA   ,,,,,,,,,31,1,351.89,0,0,,,
,,2,4453,85,20004,ZYPREXA ZY,,,,,,,,,1206,29,7488.41,0,0,,,
,,2,4454,85,20004,ZYPREXA ZY,,,,,,,,,472,14,4187.45,0,0,,,
,,2,5057,68,20004,CECLOR    ,,,,,,,,,300,2,48.06,0,0,,,
,,2,5058,18,20004,CECLOR    ,,,,,,,,,100,1,37.81,0,0,,,
,,2,5058,68,20004,CECLOR    ,,,,,,,,,1000,7,273.61,0,0,,,
,,2,5105,16,20004,VANCOCIN H,,,,,,,,,5046,18,7235.13,0,0,,,
,,2,5130,48,20004,CECLOR    ,,,,,,,,,100,1,19.23,0,0,,,
,,2,5132,48,20004,CECLOR    ,,,,,,,,,400,4,163.32,0,0,,,
,,2,5135,48,20004,LORABID   ,,,,,,,,,18270,170,6659.53,0,0,,,
,,2,5135,87,20004,LORABID   ,,,,,,,,,900,10,373.32,0,0,,,
,,2,5136,18,20004,LORABID   ,,,,,,,,,3600,31,2095.94,0,0,,,
,,2,5136,48,20004,LORABID   ,,,,,,,,,73120,676,41603.27,0,0,,,
,,2,5136,87,20004,LORABID   ,,,,,,,,,2575,36,1710.62,0,0,,,
,,2,7014,1,20004,KEFZOL    ,,,,,,,,,20,4,193.87,0,0,,,
,,2,7014,16,20004,KEFZOL    ,,,,,,,,,160,4,336.22,0,0,,,
,,2,7090,16,20004,NEBCIN    ,,,,,,,,,630,6,1570.1,0,0,,,
,,2,7217,1,20004,HEPARIN SO,,,,,,,,,80,4,422.89,0,0,,,
,,2,7231,1,20004,TAZIDIME  ,,,,,,,,,113,9,1393.08,0,0,,,
,,2,7231,25,20004,TAZIDIME  ,,,,,,,,,213,15,2383.08,0,0,,,
,,2,7234,10,20004,TAZIDIME  ,,,,,,,,,71,7,1228.22,0,0,,,
,,2,7241,1,20004,TAZIDIME  ,,,,,,,,,11,2,798.6,0,0,,,
,,2,7266,1,20004,KEFZOL    ,,,,,,,,,22,3,76.8,0,0,,,
,,2,7290,1,20004,TAZIDIME  ,,,,,,,,,241,14,3133.95,0,0,,,
,,2,7290,25,20004,TAZIDIME  ,,,,,,,,,223,19,2757.84,0,0,,,
,,2,7291,1,20004,TAZIDIME  ,,,,,,,,,24,1,606.63,0,0,,,
,,2,7297,10,20004,VANCOCIN H,,,,,,,,,28,6,226.46,0,0,,,
,,2,7298,1,20004,VANCOCIN H,,,,,,,,,4526,7,1386.76,0,0,,,
,,2,7298,10,20004,VANCOCIN H,,,,,,,,,280,54,4095.58,0,0,,,
,,2,7321,25,20004,VANCOCIN H,,,,,,,,,182,32,2234.62,0,0,,,
,,2,7335,1,20004,HUMATROPE ,,,,,,,,,940,89,160414.67,0,0,,,
,,2,7335,16,20004,HUMATROPE ,,,,,,,,,589,58,88441.91,0,0,,,
,,2,7355,1,20004,VANCOCIN H,,,,,,,,,27,7,1326.47,0,0,,,
,,2,7381,25,20004,VHA+ NEBCI,,,,,,,,,20,1,28.5,0,0,,,
,,2,7501,1,20004,GEMZAR    ,,,,,,,,,65,6,5770.41,0,0,,,
,,2,7502,1,20004,GEMZAR 1 G,,,,,,,,,39,11,19456.81,0,0,,,
,,2,7510,1,20004,HUMALOG   ,,,,,,,,,48336,2958,163354.69,0,0,,,
,,2,7515,59,20004,HUMALOG CA,,,,,,,,,906.25,57,4324.46,0,0,,,
,,2,7516,59,20004,HUMALOG CA,,,,,,,,,60,4,325.94,0,0,,,
,,2,8009,1,20004,GLUCAGON F,,,,,,,,,9,4,77.1,0,0,,,
,,2,8031,1,20004,GLUCAGON F,,,,,,,,,734,490,44781.14,0,0,,,
,,2,8085,1,20004,GLUCAGON F,,,,,,,,,341,171,20659.12,0,0,,,
,,2,8089,1,20004,HUMATRTOPE,,,,,,,,,52,15,10321.22,0,0,,,
,,2,8090,1,20004,HUMATROPE ,,,,,,,,,54,20,22893.12,0,0,,,
,,2,8091,1,20004,HUMATROPE ,,,,,,,,,38,14,32486.58,0,0,,,
,,2,8210,1,20004,REGULAR IL,,,,,,,,,110,10,188.22,0,0,,,
,,2,8211,1,20004,REGULAR IL,,,,,,,,,300,16,1231.71,0,0,,,
,,2,8215,1,20004,HUMULIN R ,,,,,,,,,97047,6299,219678.54,0,0,,,
,,2,8217,59,20004,HUMULIN R ,,,,,,,,,373.25,28,1526.42,0,0,,,
,,2,8239,1,20004,GLUCAGON F,,,,,,,,,25,8,1160.8,0,0,,,
,,2,8310,1,20004,NPH ILETIN,,,,,,,,,470,31,1185.37,0,0,,,
,,2,8311,1,20004,NPH ILETIN,,,,,,,,,510,23,2017.66,0,0,,,
,,2,8315,1,20004,HUMULIN N ,,,,,,,,,276617,14565,613206.62,0,0,,,
,,2,8317,59,20004,HUMULIN N ,,,,,,,,,851.25,59,3382.99,0,0,,,
,,2,8410,1,20004,LENTE ILET,,,,,,,,,20,1,45.75,0,0,,,
,,2,8411,1,20004,LENTE ILET,,,,,,,,,80,5,338.34,0,0,,,
,,2,8415,1,20004,HUMULIN L ,,,,,,,,,10601,557,23566.26,0,0,,,
,,2,8501,1,20004,HUMULIN R ,,,,,,,,,550,21,3940.99,0,0,,,
,,2,8615,1,20004,HUMULIN U ,,,,,,,,,7659,452,17167.76,0,0,,,
,,2,8715,1,20004,HUMULIN 70,,,,,,,,,359374,17026,786940.25,0,0,,,
,,2,8717,59,20004,HUMULIN 70,,,,,,,,,1697.25,93,6594.36,0,0,,,
,,2,8725,1,20004,HUMALOG PE,,,,,,,,,75,5,404.7,0,0,,,
,,2,8725,59,20004,HUMALOG PE,,,,,,,,,4908,271,25657.84,0,0,,,
,,2,8730,59,20004,HUMULIN N ,,,,,,,,,14002.002,486,38631.49,0,0,,,
,,2,8770,59,20004,HUMULIN 70,,,,,,,,,17793.03,809,70527.75,0,0,,,
,,2,8794,59,20004,HUMALOG MI,,,,,,,,,28592.06,1434,150310.15,0,0,,,
,,2,9000,25,20004,VHA+ PLUS ,,,,,,,,,6,1,70.58,0,0,,,
,,2,9515,1,20004,HUMULIN 50,,,,,,,,,14019,679,30747.6,0,0,,,
,,3,101,20,20004,TRIMOX    ,,,,,,,,,2468,84,510.58,0,0,,,
,,3,101,50,20004,TRIMOX 250,,,,,,,,,2691,100,594.21,0,0,,,
,,3,101,51,20004,TRIMOX 250,,,,,,,,,50,3,15.84,0,0,,,
,,3,101,60,20004,TRIMOX 250,,,,,,,,,15618,543,3290.55,0,0,,,
,,3,109,20,20004,TRIMOX    ,,,,,,,,,13810,515,3864.8,0,0,,,
,,3,109,51,20004,TRIMOX 500,,,,,,,,,364,11,103.34,0,0,,,
,,3,109,55,20004,TRIMOX    ,,,,,,,,,8305,316,2353.64,0,0,,,
,,3,109,60,20004,TRIMOX 500,,,,,,,,,107625,4087,30469.55,0,0,,,
,,3,113,50,20004,VELOSEF   ,,,,,,,,,100,3,72.1,0,0,,,
,,3,114,50,20004,VELOSEF '5,,,,,,,,,26,1,45.17,0,0,,,
,,3,115,50,20004,VEETIDS '2,,,,,,,,,7812,203,1231.65,0,0,,,
,,3,115,75,20004,VEETIDS '2,,,,,,,,,9116,247,1468.38,0,0,,,
,,3,116,50,20004,VEETIDS 50,,,,,,,,,16124,529,3513.22,0,0,,,
,,3,116,75,20004,VEETIDS 50,,,,,,,,,79454,2663,17556.92,0,0,,,
,,3,122,50,20004,PRINCIPEN ,,,,,,,,,6130,203,1349.73,0,0,,,
,,3,122,51,20004,PRINCIPEN ,,,,,,,,,428,28,152.99,0,0,,,
,,3,122,60,20004,PRINCIPEN ,,,,,,,,,3401,127,791.97,0,0,,,
,,3,134,50,20004,PRINCIPEN ,,,,,,,,,19950,660,5011.06,0,0,,,
,,3,134,51,20004,PRINCIPEN ,,,,,,,,,265,10,72.33,0,0,,,
,,3,134,60,20004,PRINCIPEN ,,,,,,,,,16565,542,4142.5,0,0,,,
,,3,138,50,20004,SULFAMETHO,,,,,,,,,38,2,13.49,0,0,,,
,,3,171,50,20004,SULFAMETHO,,,,,,,,,90,2,19.31,0,0,,,
,,3,171,60,20004,SULFAMETHO,,,,,,,,,471,24,189.92,0,0,,,
,,3,173,60,20004,KENALOG   ,,,,,,,,,960,9,651.86,0,0,,,
,,3,207,50,20004,CORGARD 40,,,,,,,,,272,9,195.27,0,0,,,
,,3,207,76,20004,CORGARD 40,,,,,,,,,90,2,60.48,0,0,,,
,,3,208,50,20004,CORGARD 12,,,,,,,,,30,1,37.89,0,0,,,
,,3,232,50,20004,CORGARD 20,,,,,,,,,285,8,166.36,0,0,,,
,,3,241,50,20004,CORGARD 80,,,,,,,,,60,2,125.4,0,0,,,
,,3,248,15,20004,HALOG 0.1%,,,,,,,,,45,3,72.21,0,0,,,
,,3,248,20,20004,HALOG 0.1%,,,,,,,,,120,4,144.48,0,0,,,
,,3,248,30,20004,HALOG 0.1%,,,,,,,,,1860,27,1795.65,0,0,,,
,,3,248,40,20004,HALOG 0.1%,,,,,,,,,1680,6,1233.1,0,0,,,
,,3,249,15,20004,HALOG 0.1%,,,,,,,,,200,10,277.2,0,0,,,
,,3,249,20,20004,HALOG 0.1%,,,,,,,,,1200,19,1133.38,0,0,,,
,,3,251,50,20004,DELESTROGE,,,,,,,,,588,115,12027.98,0,0,,,
,,3,283,50,20004,CORZIDE 40,,,,,,,,,3347,108,4956.36,0,0,,,
,,3,284,50,20004,CORZIDE 80,,,,,,,,,871,24,1646.67,0,0,,,
,,3,293,5,20004,KENALOG-40,,,,,,,,,12125,71,1060.88,0,0,,,
,,3,293,20,20004,KENALOG-40,,,,,,,,,2419,238,8580.37,0,0,,,
,,3,293,28,20004,KENALOG-40,,,,,,,,,425,41,1758.2,0,0,,,
,,3,330,50,20004,DELESTROGE,,,,,,,,,95.005,16,874.08,0,0,,,
,,3,338,50,20004,CAPOZIDE 2,,,,,,,,,2918,63,985.41,0,0,,,
,,3,343,50,20004,DELESTROGE,,,,,,,,,205,40,2524,0,0,,,
,,3,349,50,20004,CAPOZIDE 2,,,,,,,,,511,17,191.31,0,0,,,
,,3,384,50,20004,CAPOZIDE 5,,,,,,,,,120,2,52,0,0,,,
,,3,390,50,20004,CAPOZIDE 5,,,,,,,,,1503,36,701.54,0,0,,,
,,3,411,20,20004,FUNGIZONE ,,,,,,,,,80,4,130.4,0,0,,,
,,3,412,30,20004,FUNGIZONE ,,,,,,,,,60,2,86.28,0,0,,,
,,3,429,50,20004,FLORINEF A,,,,,,,,,63136,1532,47198.84,0,0,,,
,,3,431,50,20004,PRONESTYL ,,,,,,,,,180,2,132.3,0,0,,,
,,3,434,50,20004,PRONESTYL ,,,,,,,,,368,3,356.12,0,0,,,
,,3,437,30,20004,FUNGIZONE ,,,,,,,,,19,4,134.72,0,0,,,
,,3,437,32,20004,FUNGIZONE ,,,,,,,,,18,1,314.57,0,0,,,
,,3,438,50,20004,PRONESTYL ,,,,,,,,,2763,25,2617.08,0,0,,,
,,3,450,51,20004,CAPOTEN   ,,,,,,,,,202,4,23.17,0,0,,,
,,3,450,54,20004,CAPOTEN   ,,,,,,,,,256,7,37.77,0,0,,,
,,3,452,39,20004,CAPOTEN   ,,,,,,,,,122,2,15.36,0,0,,,
,,3,452,50,20004,CAPOTEN   ,,,,,,,,,942,11,94.63,0,0,,,
,,3,452,51,20004,CAPOTEN   ,,,,,,,,,1228,12,115.75,0,0,,,
,,3,452,75,20004,CAPOTEN   ,,,,,,,,,1530,3,53.7,0,0,,,
,,3,482,50,20004,CAPOTEN   ,,,,,,,,,211,4,36.78,0,0,,,
,,3,482,51,20004,CAPOTEN   ,,,,,,,,,708,6,93.36,0,0,,,
,,3,485,50,20004,CAPOTEN   ,,,,,,,,,124,3,36.71,0,0,,,
,,3,494,20,20004,KENALOG-10,,,,,,,,,40,6,78.86,0,0,,,
,,3,496,20,20004,KENALOG IN,,,,,,,,,54,11,91.03,0,0,,,
,,3,501,62,20004,KENALOG   ,,,,,,,,,3843,56,2073.05,0,0,,,
,,3,508,56,20004,KENALOG   ,,,,,,,,,120,2,13.02,0,0,,,
,,3,535,36,20004,THERAGRAN ,,,,,,,,,60,2,36.16,0,0,,,
,,3,566,30,20004,MYCOLOG II,,,,,,,,,45,3,17.13,0,0,,,
,,3,566,60,20004,MYCOLOG II,,,,,,,,,450,10,84.6,0,0,,,
,,3,566,65,20004,MYCOLOG II,,,,,,,,,182,5,34.73,0,0,,,
,,3,569,2,20004,PROLIXIN  ,,,,,,,,,230,141,5491.42,0,0,,,
,,3,569,15,20004,PROLIXIN  ,,,,,,,,,449,85,9046.27,0,0,,,
,,3,579,31,20004,MYCOSTATIN,,,,,,,,,120,4,25.41,0,0,,,
,,3,586,30,20004,PROLIXIN  ,,,,,,,,,126,3,755.85,0,0,,,
,,3,588,60,20004,MYCOSTATIN,,,,,,,,,324,5,40.26,0,0,,,
,,3,593,20,20004,MYCOSTATIN,,,,,,,,,4500,170,6531.8,0,0,,,
,,3,603,43,20004,SUMYCIN '5,,,,,,,,,288,9,70.44,0,0,,,
,,3,643,50,20004,NYDRAZID I,,,,,,,,,40,1,60.76,0,0,,,
,,3,655,40,20004,SUMYCIN '2,,,,,,,,,6915,159,1000.31,0,0,,,
,,3,655,60,20004,SUMYCIN '2,,,,,,,,,6833,163,980.64,0,0,,,
,,3,663,45,20004,SUMYCIN '2,,,,,,,,,402,7,54.47,0,0,,,
,,3,663,75,20004,SUMYCIN '2,,,,,,,,,126,4,23.63,0,0,,,
,,3,681,44,20004,VEETIDS 12,,,,,,,,,6200,48,295.02,0,0,,,
,,3,681,54,20004,VEETIDS 12,,,,,,,,,10800,53,350.46,0,0,,,
,,3,682,44,20004,VEETIDS 25,,,,,,,,,17000,122,844.38,0,0,,,
,,3,682,54,20004,VEETIDS 25,,,,,,,,,62550,301,2289.72,0,0,,,
,,3,749,50,20004,CEPHALEXIN,,,,,,,,,4267,128,1151.98,0,0,,,
,,3,749,60,20004,CEPHALEXIN,,,,,,,,,2493,80,679.82,0,0,,,
,,3,757,50,20004,PRONESTYL ,,,,,,,,,3122,36,3936.06,0,0,,,
,,3,758,50,20004,PRONESTYL ,,,,,,,,,2664,21,1895.3,0,0,,,
,,3,763,40,20004,SUMYCIN '5,,,,,,,,,6239,160,1069.92,0,0,,,
,,3,763,50,20004,SUMYCIN '5,,,,,,,,,11319,310,1999.47,0,0,,,
,,3,769,51,20004,RAUZIDE   ,,,,,,,,,60,2,89.42,0,0,,,
,,3,801,10,20004,PROLIXIN  ,,,,,,,,,462,6,381.85,0,0,,,
,,3,812,60,20004,DOXYCYCLIN,,,,,,,,,14,1,5.5,0,0,,,
,,3,814,1,20004,DOXYCYCLIN,,,,,,,,,102,6,36.09,0,0,,,
,,3,814,5,20004,DOXYCYCLIN,,,,,,,,,7,1,4.96,0,0,,,
,,3,815,50,20004,SUMYCIN   ,,,,,,,,,12595,31,1469.23,0,0,,,
,,3,820,30,20004,PROLIXIN  ,,,,,,,,,600,7,250.92,0,0,,,
,,3,820,50,20004,PROLIXIN  ,,,,,,,,,2239,9,872.95,0,0,,,
,,3,824,5,20004,PROLIXIN  ,,,,,,,,,35,7,690.69,0,0,,,
,,3,830,50,20004,HYDREA    ,,,,,,,,,5882,109,7192.13,0,0,,,
,,3,863,50,20004,PROLIXIN  ,,,,,,,,,32,2,15.33,0,0,,,
,,3,874,50,20004,CEPHALEXIN,,,,,,,,,4550,170,1657.39,0,0,,,
,,3,874,60,20004,CEPHALEXIN,,,,,,,,,12291,445,4369.31,0,0,,,
,,3,877,50,20004,PROLIXIN  ,,,,,,,,,277,10,144.05,0,0,,,
,,3,956,50,20004,PROLIXIN  ,,,,,,,,,120,2,65.16,0,0,,,
,,3,969,9,20004,PRINCIPEN ,,,,,,,,,200,2,12.46,0,0,,,
,,3,969,61,20004,PRINCIPEN ,,,,,,,,,1600,6,53.06,0,0,,,
,,3,972,52,20004,PRINCIPEN ,,,,,,,,,6600,35,339.18,0,0,,,
,,3,972,61,20004,PRINCIPEN ,,,,,,,,,11100,47,493.55,0,0,,,
,,3,1201,10,20004,SULFAMETHO,,,,,,,,,1340,10,69.04,0,0,,,
,,3,1482,15,20004,HALOG 0.1%,,,,,,,,,403,19,578.94,0,0,,,
,,3,1482,20,20004,HALOG 0.1%,,,,,,,,,1992,48,2320.53,0,0,,,
,,3,1482,30,20004,HALOG 0.1%,,,,,,,,,4230,60,4077.72,0,0,,,
,,3,1482,40,20004,HALOG 0.1%,,,,,,,,,1440,6,1060.56,0,0,,,
,,3,1483,20,20004,KENALOG   ,,,,,,,,,20,1,7.67,0,0,,,
,,3,1494,21,20004,HALOG-E 0.,,,,,,,,,60,2,72.24,0,0,,,
,,3,1494,31,20004,HALOG-E 0.,,,,,,,,,360,6,350.82,0,0,,,
,,3,1737,30,20004,TRIMOX 125,,,,,,,,,10940,126,898.12,0,0,,,
,,3,1737,40,20004,TRIMOX 125,,,,,,,,,40460,363,2375.83,0,0,,,
,,3,1737,45,20004,TRIMOX 125,,,,,,,,,231580,1514,9148.58,0,0,,,
,,3,1738,15,20004,TRIMOX    ,,,,,,,,,45,3,22.41,0,0,,,
,,3,1738,30,20004,TRIMOX 250,,,,,,,,,25505,262,2447.44,0,0,,,
,,3,1738,40,20004,TRIMOX 250,,,,,,,,,108890,856,5993.56,0,0,,,
,,3,1738,45,20004,TRIMOX 250,,,,,,,,,636360,3831,29452.48,0,0,,,
,,3,1964,1,20004,ZERIT     ,,,,,,,,,2850,49,11622.44,0,0,,,
,,3,1965,1,20004,ZERIT     ,,,,,,,,,42066,724,177560.49,0,0,,,
,,3,1966,1,20004,ZERIT     ,,,,,,,,,115381,1944,515679.23,0,0,,,
,,3,1967,1,20004,ZERIT     ,,,,,,,,,629121,10531,2841727.51,0,0,,,
,,3,1968,1,20004,ZERIT     ,,,,,,,,,422320,478,107208.89,0,0,,,
,,3,2201,30,20004,CEPHALEXIN,,,,,,,,,1000,8,64.64,0,0,,,
,,3,2201,40,20004,CEPHALEXIN,,,,,,,,,4400,22,192.06,0,0,,,
,,3,2202,30,20004,CEPHALEXIN,,,,,,,,,6747,42,443.76,0,0,,,
,,3,2202,40,20004,CEPHALEXIN,,,,,,,,,13350,67,710.56,0,0,,,
,,3,2560,10,20004,AZACTAM   ,,,,,,,,,397,14,2851.77,0,0,,,
,,3,2570,10,20004,AZACTAM   ,,,,,,,,,1124,15,6193.06,0,0,,,
,,3,2570,20,20004,AZACTAM   ,,,,,,,,,28,3,838.54,0,0,,,
,,3,2725,10,20004,TOBRAMYCIN,,,,,,,,,16991.4,122,8018,0,0,,,
,,3,2725,30,20004,TOBRAMYCIN,,,,,,,,,1041.45,18,1560.4,0,0,,,
,,3,5154,5,20004,PRAVACHOL ,,,,,,,,,43765,1442,89887.31,0,0,,,
,,3,5154,6,20004,PRAVACHOL ,,,,,,,,,1570,55,3352.55,0,0,,,
,,3,5178,5,20004,PRAVACHOL ,,,,,,,,,336261.32,11095,753006.89,0,0,,,
,,3,5178,6,20004,PRAVACHOL ,,,,,,,,,7554,242,17131.22,0,0,,,
,,3,5178,75,20004,PRAVACHOL ,,,,,,,,,29168.1,972,59208.15,0,0,,,
,,3,5194,10,20004,PRAVACHOL ,,,,,,,,,223224.768,7293,786710.07,0,0,,,
,,3,5250,2,20004,DILTIAZEM ,,,,,,,,,1498,21,255.39,0,0,,,
,,3,5250,3,20004,DILTIAZEM ,,,,,,,,,30,1,5.99,0,0,,,
,,3,5250,4,20004,DILTIAZEM ,,,,,,,,,750,13,141.99,0,0,,,
,,3,5550,2,20004,DILTIAZEM ,,,,,,,,,1368,18,316.94,0,0,,,
,,3,5550,3,20004,DILTIAZEM ,,,,,,,,,270,6,74.25,0,0,,,
,,3,5550,4,20004,DILTIAZEM ,,,,,,,,,60,2,19.32,0,0,,,
,,3,5770,2,20004,DILTIAZEM ,,,,,,,,,390,7,114.63,0,0,,,
,,3,6335,17,20004,DROXIA    ,,,,,,,,,540,12,493.92,0,0,,,
,,3,6336,17,20004,DROXIA    ,,,,,,,,,600,10,505.27,0,0,,,
,,3,6337,17,20004,DROXIA    ,,,,,,,,,592,11,532.35,0,0,,,
,,3,7732,89,20004,MAXIPIME  ,,,,,,,,,33,3,486.83,0,0,,,
,,3,7732,99,20004,MAXIPIME  ,,,,,,,,,472,31,6255.54,0,0,,,
,,3,7733,95,20004,MAXIPIME  ,,,,,,,,,73,4,2090.87,0,0,,,
,,3,7733,99,20004,MAXIPIME  ,,,,,,,,,309,32,7826.87,0,0,,,
,,4,18,14,20004,TICLID TAB,,,,,,,,,1108,20,2151.36,0,0,,,
,,4,18,22,20004,TICLID TAB,,,,,,,,,4380,84,8586.78,0,0,,,
,,4,18,23,20004,TICLID 250,,,,,,,,,1302,22,2554.98,0,0,,,
,,4,20,1,20004,BEROCCA 10,,,,,,,,,60,2,29.64,0,0,,,
,,4,28,28,20004,NAPROSYN S,,,,,,,,,13595,57,1334.82,0,0,,,
,,4,44,1,20004,LEVO-DROMO,,,,,,,,,217,2,150.46,0,0,,,
,,4,50,1,20004,BACTRIM 10,,,,,,,,,213,9,66.38,0,0,,,
,,4,53,1,20004,MATULANE 5,,,,,,,,,22,1,17.51,0,0,,,
,,4,56,1,20004,LARODOPA 5,,,,,,,,,30,1,20.93,0,0,,,
,,4,57,1,20004,LARODOPA 2,,,,,,,,,532,9,213.01,0,0,,,
,,4,58,1,20004,KLONOPIN 1,,,,,,,,,7394,97,3132.78,0,0,,,
