State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,
FL,,3,1611,12,20064,BARACLUDE ,,,,,,,,,705,22,15393.94,0,0,
FL,,3,1612,12,20064,BARACLUDE ,,,,,,,,,660,22,14417.26,0,0,
FL,,3,1737,30,20064,TRIMOX 125,,,,,,,,,1530,16,84.51,0,0,
FL,,3,1737,40,20064,TRIMOX 125,,,,,,,,,3575,30,176.95,0,0,
FL,,3,1737,45,20064,TRIMOX 125,,,,,,,,,3950,25,160.87,0,0,
FL,,3,1738,30,20064,TRIMOX 250,,,,,,,,,240,3,13.69,0,0,
FL,,3,1738,40,20064,TRIMOX 250,,,,,,,,,1750,12,79.56,0,0,
FL,,3,1738,45,20064,TRIMOX 250,,,,,,,,,4030,27,179.44,0,0,
FL,,3,1964,1,20064,ZERIT 15 M,,,,,,,,,330,7,1689.51,0,0,
FL,,3,1965,1,20064,ZERIT 20 M,,,,,,,,,5129,90,27210.44,27210.44,0,
FL,,3,1966,1,20064,ZERIT 30 M,,,,,,,,,26942,456,151608.5,150058.37,1550.13,
FL,,3,1967,1,20064,ZERIT 40 M,,,,,,,,,43094,725,244811.92,242662.31,2149.61,
FL,,3,1968,1,20064,ZERIT 1 MG,,,,,,,,,132200,119,42178.25,0,0,
FL,,3,2187,10,20064,ORENCIA 25,,,,,,,,,8,1,3811.23,0,0,
FL,,3,2202,40,20064,CEPHALEXIN,,,,,,,,,200,1,19.95,0,0,
FL,,3,2725,10,20064,TOBRAMYCIN,,,,,,,,,347,7,339.52,0,0,
FL,,3,3622,12,20064,REYATAZ 30,,,,,,,,,90,3,2369.55,0,0,
FL,,3,3623,12,20064,REYATAZ 10,,,,,,,,,480,7,6314.55,0,0,
FL,,3,3624,12,20064,REYATAZ 15,,,,,,,,,151688,2542,1991947.02,1964723.46,27223.56,
FL,,3,3631,12,20064,REYATAZ 20,,,,,,,,,35427,601,464751.88,456462.13,8289.75,
FL,,3,5154,5,20064,PRAVACHOL ,,,,,,,,,240,8,315.07,0,0,
FL,,3,5178,5,20064,PRAVACHOL ,,,,,,,,,902,30,2754.7,1195.97,1558.73,
FL,,3,5178,75,20064,PRAVACHOL ,,,,,,,,,60,2,119.94,0,0,
FL,,3,5194,10,20064,PRAVACHOL ,,,,,,,,,1690,58,4052.86,4052.86,0,
FL,,3,5194,33,20064,PRAVACHOL ,,,,,,,,,90,4,182.7,0,0,
FL,,3,5195,10,20064,PRAVACHOL ,,,,,,,,,789,29,1727.03,0,0,
FL,,3,5195,33,20064,PRAVACHOL ,,,,,,,,,30,1,36.52,0,0,
FL,,3,6335,17,20064,DROXIA 200,,,,,,,,,790,16,699.94,0,0,
FL,,3,6336,17,20064,DROXIA 300,,,,,,,,,360,11,334.65,0,0,
FL,,4,28,28,20064,NAPROSYN 1,,,,,,,,,600,1,46.77,0,0,
FL,,4,38,22,20064,VALCYTE 45,,,,,,,,,9663,267,312352.88,304072.66,8280.22,
FL,,4,58,1,20064,KLONOPIN 1,,,,,,,,,1206,19,330.97,0,0,
FL,,4,68,1,20064,KLONOPIN 0,,,,,,,,,9345,159,1278.97,0,0,
FL,,4,86,94,20064,COPEGUS 20,,,,,,,,,1116,9,3475.55,0,0,
FL,,4,98,1,20064,KLONOPIN 2,,,,,,,,,90,3,21.48,0,0,
FL,,4,117,1,20064,BACTRIM DS,,,,,,,,,130,3,28.73,0,0,
FL,,4,125,1,20064,BUMEX 0.5 ,,,,,,,,,120,2,21.96,0,0,
FL,,4,143,1,20064,ROCALTROL ,,,,,,,,,885,17,917.57,0,0,
FL,,4,143,23,20064,ROCALTROL ,,,,,,,,,361,12,395.73,0,0,
FL,,4,144,1,20064,ROCALTROL ,,,,,,,,,180,3,193.86,0,0,
FL,,4,156,49,20064,ACCUTANE 4,,,,,,,,,30,1,15,0,0,
FL,,4,185,23,20064,BONIVA 2.5,,,,,,,,,30,1,75.53,0,0,
FL,,4,186,82,20064,BONIVA 150,,,,,,,,,813,813,61385.76,60541.02,844.74,
FL,,4,221,1,20064,HIVID 0.75,,,,,,,,,840,10,2063.52,0,0,
FL,,4,239,9,20064,KYTRIL 1 M,,,,,,,,,17,10,2849.68,0,0,
FL,,4,240,9,20064,KYTRIL 1 M,,,,,,,,,470.3,421,41703.62,0,0,
FL,,4,241,26,20064,KYTRIL 1 M,,,,,,,,,96,12,3972,0,0,
FL,,4,241,33,20064,KYTRIL 1 M,,,,,,,,,159,11,8072.83,0,0,
FL,,4,242,8,20064,KYTRIL 0.1,,,,,,,,,2,1,24.58,0,0,
FL,,4,244,51,20064,INVIRASE 5,,,,,,,,,37188,321,215298.21,209771.27,5526.94,
FL,,4,245,15,20064,INVIRASE 2,,,,,,,,,12820,62,27333.83,0,0,
FL,,4,246,48,20064,FORTOVASE ,,,,,,,,,270,1,338.42,0,0,
FL,,4,250,1,20064,VESANOID 1,,,,,,,,,725,6,13973.13,0,0,
FL,,4,259,1,20064,CELLCEPT 2,,,,,,,,,187187,1173,300544.81,231718.27,68826.54,
FL,,4,259,5,20064,CELLCEPT 2,,,,,,,,,180,3,530.13,0,0,
FL,,4,259,43,20064,CELLCEPT 2,,,,,,,,,34250,201,43885.85,0,0,
FL,,4,260,1,20064,CELLCEPT 5,,,,,,,,,89015,921,509927.87,426947.99,82979.88,
FL,,4,260,43,20064,CELLCEPT 5,,,,,,,,,5940,65,19254.73,0,0,
FL,,4,261,29,20064,CELLCEPT 2,,,,,,,,,21060,118,43562.6,43562.6,0,
FL,,4,262,1,20064,DEMADEX 5 ,,,,,,,,,30,1,16.8,0,0,
FL,,4,264,1,20064,DEMADEX 20,,,,,,,,,60,1,25.13,0,0,
FL,,4,279,22,20064,KLONOPIN W,,,,,,,,,75,4,93.88,0,0,
FL,,4,280,22,20064,KLONOPIN W,,,,,,,,,604,15,595.78,0,0,
FL,,4,281,22,20064,KLONOPIN W,,,,,,,,,1332,29,1476.95,0,0,
FL,,4,282,22,20064,KLONOPIN W,,,,,,,,,2313,30,2087.85,0,0,
FL,,4,283,22,20064,KLONOPIN W,,,,,,,,,691,10,1173.61,0,0,
FL,,4,289,57,20064,SORIATANE ,,,,,,,,,60,2,1163.08,0,0,
FL,,4,350,9,20064,PEGASYS 18,,,,,,,,,324,99,128642.16,0,0,
FL,,4,352,39,20064,PEGASYS 18,,,,,,,,,400,400,629055.33,0,0,
FL,,4,380,39,20064,FUZEON CON,,,,,,,,,12600,210,427979.89,424301.33,3678.56,
FL,,4,501,9,20064,ZENAPAX 5 ,,,,,,,,,1668.6,16,13431.89,0,0,
FL,,4,800,85,20064,TAMIFLU 75,,,,,,,,,299,34,2267.73,2220.42,47.31,
FL,,4,810,95,20064,TAMIFLU OR,,,,,,,,,4500,107,6787,0,0,
FL,,4,1003,28,20064,GANTRISIN ,,,,,,,,,4597,18,507.15,0,0,
FL,,4,1100,20,20064,XELODA 150,,,,,,,,,392,10,1499.5,0,0,
FL,,4,1101,16,20064,XELODA 500,,,,,,,,,490,10,4630.73,0,0,
FL,,4,1101,50,20064,XELODA 500,,,,,,,,,18103,216,251032.59,234166.92,16865.67,
FL,,4,1962,1,20064,ROCEPHIN 2,,,,,,,,,67,6,317.19,0,0,
FL,,4,1962,2,20064,ROCEPHIN 2,,,,,,,,,74,30,677.62,0,0,
FL,,4,1963,1,20064,ROCEPHIN 5,,,,,,,,,48,11,462.74,0,0,
FL,,4,1963,2,20064,ROCEPHIN 5,,,,,,,,,36,18,444.43,383.07,61.36,
FL,,4,1964,1,20064,ROCEPHIN 1,,,,,,,,,347,75,13225.68,4355.74,8869.94,
FL,,4,1964,4,20064,ROCEPHIN 1,,,,,,,,,176,33,2635.05,0,0,
FL,,4,1964,5,20064,ROCEPHIN A,,,,,,,,,12,1,539.9,0,0,
FL,,4,1964,39,20064,ROCEPHIN 1,,,,,,,,,1,1,46.74,0,0,
FL,,4,1965,1,20064,ROCEPHIN 2,,,,,,,,,39,6,922.12,0,0,
FL,,4,2002,78,20064,ROCEPHIN 1,,,,,,,,,1850,9,173.8,0,0,
FL,,4,2015,9,20064,ROFERON-A ,,,,,,,,,43,13,510.69,0,0,
FL,,4,6310,1,20064,NAPROSYN 5,,,,,,,,,60,1,15.06,0,0,
FL,,4,6311,1,20064,NAPROSYN 3,,,,,,,,,120,2,25.06,0,0,
FL,,4,6312,1,20064,NAPROSYN 2,,,,,,,,,30,1,6.03,0,0,
FL,,4,6316,1,20064,NAPROSYN 5,,,,,,,,,576,8,98.02,0,0,
FL,,4,6924,9,20064,TORADOL IM,,,,,,,,,2,1,10.52,0,0,
FL,,4,6940,3,20064,CYTOVENE 5,,,,,,,,,4,1,195.6,0,0,
FL,,4,9115,0,20064,ROCALTROL ,,,,,,,,,1275,65,11823.62,0,0,
FL,,5,3100,23,20064,FUROSEMIDE,,,,,,,,,30,1,7.36,0,0,
FL,,5,5343,23,20064,MINOCIN 50,,,,,,,,,30,1,13.27,0,0,
FL,,5,9218,23,20064,DECLOMYCIN,,,,,,,,,10,1,14.03,0,0,
FL,,6,31,21,20064,FOSAMAX 70,,,,,,,,,342.14,88,6467.94,5386.16,1081.78,
FL,,6,31,44,20064,FOSAMAX   ,,,,,,,,,27532,6882,518607.72,508783.92,9823.8,
FL,,6,32,20,20064,STROMECTOL,,,,,,,,,819,151,4406.55,4202.77,203.78,
FL,,6,41,68,20064,DECADRON 0,,,,,,,,,45,2,33.62,0,0,
FL,,6,43,68,20064,MEPHYTON 5,,,,,,,,,13218,406,9232.8,0,0,
FL,,6,60,68,20064,COGENTIN 2,,,,,,,,,30,1,10.02,0,0,
FL,,6,65,68,20064,EDECRIN 25,,,,,,,,,420,5,162.66,0,0,
FL,,6,72,28,20064,PROSCAR 5 ,,,,,,,,,465,17,1368.46,511.45,857.01,
FL,,6,72,31,20064,PROSCAR 5 ,,,,,,,,,270,9,284.35,0,0,
FL,,6,72,58,20064,PROSCAR 5 ,,,,,,,,,1911,67,1693.5,0,0,
FL,,6,72,82,20064,PROSCAR 5 ,,,,,,,,,84,3,61.96,0,0,
FL,,6,77,21,20064,FOSAMAX 35,,,,,,,,,68,17,1014.45,0,0,
FL,,6,77,44,20064,FOSAMAX 35,,,,,,,,,2369,595,44505.38,43309.12,1196.26,
FL,,6,117,28,20064,SINGULAIR ,,,,,,,,,9258,323,29448.13,25760.76,3687.37,
FL,,6,117,31,20064,SINGULAIR ,,,,,,,,,568844,19069,1818417.15,1784627.22,33789.93,
FL,,6,117,54,20064,SINGULAIR ,,,,,,,,,163505,5492,522326.49,507282.23,15044.26,
FL,,6,142,58,20064,PRINZIDE 2,,,,,,,,,30,1,11.83,0,0,
FL,,6,207,82,20064,PRINIVIL 2,,,,,,,,,30,1,11.47,0,0,
FL,,6,267,9,20064,MAXALT 10 ,,,,,,,,,138,15,2213.55,0,0,
FL,,6,275,28,20064,SINGULAIR ,,,,,,,,,1881,64,5875.67,5875.67,0,
FL,,6,275,31,20064,SINGULAIR ,,,,,,,,,461022,15414,1473955.24,1436486.22,37469.02,
FL,,6,275,54,20064,SINGULAIR ,,,,,,,,,52044,1716,159801.89,159801.89,0,
FL,,6,277,31,20064,JANUVIA 10,,,,,,,,,393,14,2078.98,0,0,
FL,,6,277,54,20064,JANUVIA 10,,,,,,,,,30,1,158.41,0,0,
FL,,6,461,5,20064,EMEND     ,,,,,,,,,10,3,912.59,912.59,0,
FL,,6,461,6,20064,EMEND 80 M,,,,,,,,,69.32,44,18184.47,0,0,
FL,,6,462,5,20064,EMEND 125 ,,,,,,,,,4,4,472.44,0,0,
FL,,6,543,28,20064,ZOCOR 80 M,,,,,,,,,1199,40,4464.27,0,0,
FL,,6,543,31,20064,ZOCOR     ,,,,,,,,,30799,1049,146136.81,143498.86,2637.95,
FL,,6,543,54,20064,ZOCOR 80 M,,,,,,,,,9498,342,44560.59,44046.78,513.81,
FL,,6,543,82,20064,ZOCOR 80 M,,,,,,,,,195,7,843.31,843.31,0,
FL,,6,571,43,20064,CRIXIVAN 2,,,,,,,,,540,3,737.22,0,0,
FL,,6,573,40,20064,CRIXIVAN 4,,,,,,,,,5736,50,15608.24,0,0,
FL,,6,573,42,20064,CRIXIVAN 4,,,,,,,,,252,3,688.95,0,0,
FL,,6,573,54,20064,CRIXIVAN 4,,,,,,,,,4776,41,12999.09,12999.09,0,
FL,,6,573,62,20064,CRIXIVAN 4,,,,,,,,,16488,101,43489.28,0,0,
FL,,6,602,68,20064,CUPRIMINE ,,,,,,,,,270,3,291.02,0,0,
FL,,6,635,68,20064,COGENTIN 1,,,,,,,,,30,1,8.74,0,0,
FL,,6,661,68,20064,SYPRINE 25,,,,,,,,,120,1,135.57,0,0,
FL,,6,705,28,20064,NOROXIN 40,,,,,,,,,3,1,14.37,0,0,
FL,,6,705,68,20064,NOROXIN 40,,,,,,,,,10,1,38.17,0,0,
FL,,6,710,21,20064,FOSAMAX PL,,,,,,,,,12,3,226.62,0,0,
FL,,6,710,44,20064,FOSAMAX PL,,,,,,,,,4300,1075,81111.05,80613.44,497.61,
FL,,6,711,28,20064,SINGULAIR ,,,,,,,,,338,12,1056.63,1056.63,0,
FL,,6,711,31,20064,SINGULAIR ,,,,,,,,,390954,13058,1249729.82,1227222.75,22507.07,
FL,,6,711,54,20064,SINGULAIR ,,,,,,,,,23604,789,75417.73,74445.77,971.96,
FL,,6,717,28,20064,HYZAAR 50-,,,,,,,,,1234,36,1831.48,0,0,
FL,,6,717,31,20064,HYZAAR 50-,,,,,,,,,13724,422,24291.49,23944.31,347.18,
FL,,6,717,54,20064,HYZAAR 50-,,,,,,,,,11625,364,20663.15,20374.08,289.07,
FL,,6,717,58,20064,HYZAAR 50-,,,,,,,,,270,5,64.13,0,0,
FL,,6,717,82,20064,HYZAAR 50-,,,,,,,,,94,1,160.5,0,0,
FL,,6,726,28,20064,ZOCOR 5 MG,,,,,,,,,180,6,381.42,0,0,
FL,,6,726,31,20064,ZOCOR 5 MG,,,,,,,,,1290,43,2733.96,2733.96,0,
FL,,6,726,54,20064,ZOCOR 5 MG,,,,,,,,,461,16,966.75,848.88,117.87,
FL,,6,735,28,20064,ZOCOR 10 M,,,,,,,,,1339,48,1912.34,0,0,
FL,,6,735,31,20064,ZOCOR 10 M,,,,,,,,,34537,1159,96296.15,95069.18,1226.97,
FL,,6,735,54,20064,ZOCOR 10 M,,,,,,,,,19737,671,54649.21,52500.48,2148.73,
FL,,6,735,82,20064,ZOCOR 10 M,,,,,,,,,1327,45,2878.28,0,0,
FL,,6,740,28,20064,ZOCOR 20 M,,,,,,,,,10270,358,48333.12,39204.41,9128.71,
FL,,6,740,31,20064,ZOCOR     ,,,,,,,,,169045,5659,802764.77,795998.23,6766.54,
FL,,6,740,54,20064,ZOCOR     ,,,,,,,,,77152,2598,367154.66,357267.26,9887.4,
FL,,6,740,82,20064,ZOCOR 20 M,,,,,,,,,14901,511,70660.16,64431.38,6228.78,
FL,,6,740,87,20064,ZOCOR 20 M,,,,,,,,,450,15,2013.82,0,0,
FL,,6,745,28,20064,HYZAAR 100,,,,,,,,,240,8,572.4,0,0,
FL,,6,745,31,20064,HYZAAR    ,,,,,,,,,4743,155,11333.57,11216.2,117.37,
FL,,6,745,54,20064,HYZAAR 100,,,,,,,,,390,13,931.05,0,0,
FL,,6,747,28,20064,HYZAAR 100,,,,,,,,,360,12,858.6,0,0,
FL,,6,747,31,20064,HYZAAR 100,,,,,,,,,27584,915,65720.48,64547.37,1173.11,
FL,,6,747,54,20064,HYZAAR 100,,,,,,,,,8788,285,20930.84,20685.43,245.41,
FL,,6,747,58,20064,HYZAAR 100,,,,,,,,,218,7,456.9,0,0,
FL,,6,749,28,20064,ZOCOR 40 M,,,,,,,,,4237,145,19979.12,16782.06,3197.06,
FL,,6,749,31,20064,ZOCOR     ,,,,,,,,,159198,5324,756067.41,745143.32,10924.09,
FL,,6,749,54,20064,ZOCOR 40 M,,,,,,,,,64282.5,2181,304796.42,295652.2,9144.22,
FL,,6,749,82,20064,ZOCOR 40 M,,,,,,,,,4065,144,19297.61,16827.97,2469.64,
FL,,6,907,36,20064,MINTEZOL 5,,,,,,,,,1579,163,2368.97,0,0,
FL,,6,925,31,20064,FOSAMAX 5 ,,,,,,,,,857,21,2270.82,0,0,
FL,,6,925,58,20064,FOSAMAX 5 ,,,,,,,,,240,8,644.88,0,0,
FL,,6,931,68,20064,FLEXERIL 1,,,,,,,,,420,7,95.93,0,0,
FL,,6,936,28,20064,FOSAMAX 10,,,,,,,,,30,1,2.14,0,0,
FL,,6,936,31,20064,FOSAMAX 10,,,,,,,,,3198,100,8547.5,0,0,
FL,,6,936,58,20064,FOSAMAX 10,,,,,,,,,806,29,1971.76,0,0,
