State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,,
FL,,2,4006,30,20024,PROZAC    ,,,,,,,,,1990,46,4974.43,0,0,,,
FL,,2,4112,4,20024,ZYPREXA   ,,,,,,,,,10259,333,47980.45,0,0,,,
FL,,2,4112,33,20024,ZYPREXA   ,,,,,,,,,63024,1857,289726.63,0,0,,,
FL,,2,4112,60,20024,ZYPREXA   ,,,,,,,,,359863,9679,1658616.86,0,0,,,
FL,,2,4115,4,20024,ZYPREXA   ,,,,,,,,,25556,678,140421.02,0,0,,,
FL,,2,4115,33,20024,ZYPREXA   ,,,,,,,,,81166,2509,442962.5,0,0,,,
FL,,2,4115,60,20024,ZYPREXA   ,,,,,,,,,557224.5,14029,3038265.77,0,0,,,
FL,,2,4116,33,20024,ZYPREXA   ,,,,,,,,,19443,588,118599.24,0,0,,,
FL,,2,4116,60,20024,ZYPREXA   ,,,,,,,,,82645,2380,504360.68,0,0,,,
FL,,2,4117,4,20024,ZYPREXA   ,,,,,,,,,29484,644,243290.94,0,0,,,
FL,,2,4117,33,20024,ZYPREXA   ,,,,,,,,,57585,1453,474439.96,0,0,,,
FL,,2,4117,60,20024,ZYPREXA   ,,,,,,,,,1272267.5,25718,10493689.55,0,0,,,
FL,,2,4165,2,20024,RALOXIFENE,,,,,,,,,29104,993,65941.61,0,0,,,
FL,,2,4165,7,20024,RALOXIFENE,,,,,,,,,150,5,340.3,0,0,,,
FL,,2,4165,30,20024,RALOXIFENE,,,,,,,,,41768,1399,93906.29,0,0,,,
FL,,2,4415,30,20024,ZYPREXA   ,,,,,,,,,33657,872,395877.48,0,0,,,
FL,,2,4415,33,20024,ZYPREXA   ,,,,,,,,,13358,357,166004.18,0,0,,,
FL,,2,4415,60,20024,ZYPREXA   ,,,,,,,,,296826,7512,3663418.37,0,0,,,
FL,,2,4420,33,20024,ZYPREXA   ,,,,,,,,,2736,83,45088.57,0,0,,,
FL,,2,4420,60,20024,ZYPREXA   ,,,,,,,,,238201,6643,3923987.12,0,0,,,
FL,,2,4453,85,20024,ZYPREXA ZY,,,,,,,,,39881,1054,254460.12,0,0,,,
FL,,2,4454,1,20024,ZYPREXA ZY,,,,,,,,,871,13,6536.28,0,0,,,
FL,,2,4454,85,20024,ZYPREXA ZY,,,,,,,,,31378,715,286501.69,0,0,,,
FL,,2,4455,85,20024,ZYPREXA ZY,,,,,,,,,14870,293,198971.02,0,0,,,
FL,,2,4456,1,20024,ZYPREXA ZY,,,,,,,,,60,2,1037.16,0,0,,,
FL,,2,4456,85,20024,ZYPREXA ZY,,,,,,,,,4708,124,82464.95,0,0,,,
FL,,2,5058,68,20024,CECLOR    ,,,,,,,,,452,4,151.95,0,0,,,
FL,,2,5105,1,20024,VANCOCIN H,,,,,,,,,915,8,1518.87,0,0,,,
FL,,2,5105,16,20024,VANCOCIN H,,,,,,,,,2525,15,4124.49,0,0,,,
FL,,2,5130,48,20024,CECLOR    ,,,,,,,,,100,1,20.84,0,0,,,
FL,,2,5135,48,20024,LORABID   ,,,,,,,,,200,2,86.8,0,0,,,
FL,,2,5136,48,20024,LORABID   ,,,,,,,,,300,1,203.52,0,0,,,
FL,,2,5136,87,20024,LORABID   ,,,,,,,,,100,2,69.06,0,0,,,
FL,,2,7014,1,20024,KEFZOL    ,,,,,,,,,10.3,4,108.04,0,0,,,
FL,,2,7090,16,20024,NEBCIN    ,,,,,,,,,120,2,387.6,0,0,,,
FL,,2,7217,1,20024,HEPARIN SO,,,,,,,,,80,4,433.62,0,0,,,
FL,,2,7231,1,20024,TAZIDIME  ,,,,,,,,,8,1,103.46,0,0,,,
FL,,2,7234,10,20024,TAZIDIME  ,,,,,,,,,15,2,379.71,0,0,,,
FL,,2,7266,25,20024,KEFZOL    ,,,,,,,,,27,2,67.24,0,0,,,
FL,,2,7291,10,20024,TAZIDIME  ,,,,,,,,,12,1,305.93,0,0,,,
FL,,2,7297,10,20024,VANCOCIN H,,,,,,,,,39,11,331.88,0,0,,,
FL,,2,7298,10,20024,VANCOCIN H,,,,,,,,,18,4,270.02,0,0,,,
FL,,2,7321,1,20024,VANCOCIN H,,,,,,,,,35,3,94.2,0,0,,,
FL,,2,7321,25,20024,VANCOCIN H,,,,,,,,,6723,85,6091.39,0,0,,,
FL,,2,7335,1,20024,HUMATROPE ,,,,,,,,,98,12,19621.24,0,0,,,
FL,,2,7335,16,20024,HUMATROPE ,,,,,,,,,1250,107,232654.28,0,0,,,
FL,,2,7355,1,20024,VANCOCIN H,,,,,,,,,107.7,15,893.37,0,0,,,
FL,,2,7381,25,20024,VHA+ NEBCI,,,,,,,,,49,1,159.05,0,0,,,
FL,,2,7501,1,20024,GEMZAR    ,,,,,,,,,100,9,10942.38,0,0,,,
FL,,2,7502,1,20024,GEMZAR 1 G,,,,,,,,,87,31,55361.58,0,0,,,
FL,,2,7510,1,20024,HUMALOG   ,,,,,,,,,81325,5362,399664.89,0,0,,,
FL,,2,7511,1,20024,HUMALOG MI,,,,,,,,,78984,4073,384532.48,0,0,,,
FL,,2,7515,59,20024,HUMALOG CA,,,,,,,,,390,30,2560.84,0,0,,,
FL,,2,7516,59,20024,HUMALOG CA,,,,,,,,,150,5,950.71,0,0,,,
FL,,2,8031,1,20024,GLUCAGON F,,,,,,,,,754,754,53883.35,0,0,,,
FL,,2,8085,1,20024,GLUCAGON F,,,,,,,,,165,165,11817.53,0,0,,,
FL,,2,8089,1,20024,HUMATRTOPE,,,,,,,,,113,30,27205.89,0,0,,,
FL,,2,8090,1,20024,HUMATROPE ,,,,,,,,,160,44,76870.07,0,0,,,
FL,,2,8091,1,20024,HUMATROPE ,,,,,,,,,65,20,62391,0,0,,,
FL,,2,8210,1,20024,REGULAR IL,,,,,,,,,215,18,602.95,0,0,,,
FL,,2,8211,1,20024,REGULAR IL,,,,,,,,,110,7,488.03,0,0,,,
FL,,2,8215,1,20024,HUMULIN R ,,,,,,,,,7740,631,20738.74,0,0,,,
FL,,2,8310,1,20024,NPH ILETIN,,,,,,,,,20,2,57.52,0,0,,,
FL,,2,8311,1,20024,NPH ILETIN,,,,,,,,,230,12,970.17,0,0,,,
FL,,2,8315,1,20024,HUMULIN N ,,,,,,,,,7120,363,18034.81,0,0,,,
FL,,2,8410,1,20024,LENTE ILET,,,,,,,,,20,2,58.46,0,0,,,
FL,,2,8411,1,20024,LENTE ILET,,,,,,,,,40,4,183.9,0,0,,,
FL,,2,8415,1,20024,HUMULIN L ,,,,,,,,,900,51,2317.67,0,0,,,
FL,,2,8501,1,20024,HUMULIN R ,,,,,,,,,880,35,7229.15,0,0,,,
FL,,2,8615,1,20024,HUMULIN U ,,,,,,,,,2870,177,7536.25,0,0,,,
FL,,2,8715,1,20024,HUMULIN 70,,,,,,,,,5910,295,14993.45,0,0,,,
FL,,2,8725,1,20024,HUMALOG PE,,,,,,,,,360,16,2304.08,0,0,,,
FL,,2,8725,59,20024,HUMALOG PE,,,,,,,,,8608,467,53785.88,0,0,,,
FL,,2,8730,1,20024,HUMULIN N ,,,,,,,,,60,2,298.9,0,0,,,
FL,,2,8730,59,20024,HUMULIN N ,,,,,,,,,564,37,2823.57,0,0,,,
FL,,2,8770,59,20024,HUMULIN 70,,,,,,,,,1245,48,6182.99,0,0,,,
FL,,2,8794,59,20024,HUMALOG MI,,,,,,,,,36924,1674,234100.1,0,0,,,
FL,,2,8967,25,20024,VANCOCIN H,,,,,,,,,4,1,58.86,0,0,,,
FL,,2,8969,25,20024,VANCOCIN H,,,,,,,,,20,2,143.78,0,0,,,
FL,,2,9504,25,20024,CEFAZOLIN ,,,,,,,,,209,15,518.21,0,0,,,
FL,,2,9515,1,20024,HUMULIN 50,,,,,,,,,7960,423,20390.67,0,0,,,
FL,,3,101,20,20024,TRIMOX    ,,,,,,,,,3021,112,656.83,0,0,,,
FL,,3,101,50,20024,TRIMOX 250,,,,,,,,,3923,144,854.22,0,0,,,
FL,,3,101,51,20024,TRIMOX 250,,,,,,,,,30,1,6.13,0,0,,,
FL,,3,101,60,20024,TRIMOX 250,,,,,,,,,10349,362,2042.01,0,0,,,
FL,,3,109,20,20024,TRIMOX    ,,,,,,,,,19992,766,5480.55,0,0,,,
FL,,3,109,51,20024,TRIMOX 500,,,,,,,,,64,3,21.31,0,0,,,
FL,,3,109,55,20024,TRIMOX    ,,,,,,,,,13246,528,3741.63,0,0,,,
FL,,3,109,60,20024,TRIMOX 500,,,,,,,,,87788,3342,24462.21,0,0,,,
FL,,3,115,50,20024,VEETIDS '2,,,,,,,,,5898,152,1247.07,0,0,,,
FL,,3,115,75,20024,VEETIDS '2,,,,,,,,,5444,142,1079.85,0,0,,,
FL,,3,116,50,20024,VEETIDS 50,,,,,,,,,3651,123,1117.17,0,0,,,
FL,,3,116,75,20024,VEETIDS 50,,,,,,,,,21011,696,6044.83,0,0,,,
FL,,3,122,50,20024,PRINCIPEN ,,,,,,,,,10136,400,2910.79,0,0,,,
FL,,3,122,51,20024,PRINCIPEN ,,,,,,,,,281,17,104.23,0,0,,,
FL,,3,122,60,20024,PRINCIPEN ,,,,,,,,,1092,42,319.09,0,0,,,
FL,,3,134,50,20024,PRINCIPEN ,,,,,,,,,37280,1286,13312.27,0,0,,,
FL,,3,134,51,20024,PRINCIPEN ,,,,,,,,,144,6,49.68,0,0,,,
FL,,3,134,60,20024,PRINCIPEN ,,,,,,,,,11353,408,4016.47,0,0,,,
FL,,3,173,60,20024,KENALOG   ,,,,,,,,,480,8,336.64,0,0,,,
FL,,3,248,15,20024,HALOG 0.1%,,,,,,,,,90,3,131.07,0,0,,,
FL,,3,248,20,20024,HALOG 0.1%,,,,,,,,,270,5,318.51,0,0,,,
FL,,3,248,30,20024,HALOG 0.1%,,,,,,,,,1800,21,1736.87,0,0,,,
FL,,3,248,40,20024,HALOG 0.1%,,,,,,,,,480,2,365.96,0,0,,,
FL,,3,249,15,20024,HALOG 0.1%,,,,,,,,,130,7,187.81,0,0,,,
FL,,3,249,20,20024,HALOG 0.1%,,,,,,,,,820,14,800.51,0,0,,,
FL,,3,251,50,20024,DELESTROGE,,,,,,,,,670,126,16511.7,0,0,,,
FL,,3,283,50,20024,CORZIDE 40,,,,,,,,,2263,78,3793.92,0,0,,,
FL,,3,284,50,20024,CORZIDE 80,,,,,,,,,512,17,1175.64,0,0,,,
FL,,3,293,5,20024,KENALOG-40,,,,,,,,,279,58,1787.65,0,0,,,
FL,,3,293,20,20024,KENALOG-40,,,,,,,,,1476,250,9315.02,0,0,,,
FL,,3,293,28,20024,KENALOG-40,,,,,,,,,1141,51,3478.48,0,0,,,
FL,,3,330,50,20024,DELESTROGE,,,,,,,,,100,18,1069.17,0,0,,,
FL,,3,338,50,20024,CAPOZIDE 2,,,,,,,,,540,12,180.88,0,0,,,
FL,,3,343,50,20024,DELESTROGE,,,,,,,,,115,22,1696.16,0,0,,,
FL,,3,349,50,20024,CAPOZIDE 2,,,,,,,,,60,2,66.84,0,0,,,
FL,,3,384,50,20024,CAPOZIDE 5,,,,,,,,,70,7,159.22,0,0,,,
FL,,3,390,50,20024,CAPOZIDE 5,,,,,,,,,150,3,68.21,0,0,,,
FL,,3,411,20,20024,FUNGIZONE ,,,,,,,,,60,2,92.46,0,0,,,
FL,,3,429,50,20024,FLORINEF A,,,,,,,,,29621,723,25021.64,0,0,,,
FL,,3,431,50,20024,PRONESTYL ,,,,,,,,,300,5,238.4,0,0,,,
FL,,3,434,50,20024,PRONESTYL ,,,,,,,,,423,4,435.15,0,0,,,
FL,,3,437,30,20024,FUNGIZONE ,,,,,,,,,186,26,1263.68,0,0,,,
FL,,3,438,50,20024,PRONESTYL ,,,,,,,,,1805,17,2107.06,0,0,,,
FL,,3,450,51,20024,CAPOTEN 12,,,,,,,,,90,1,8.31,0,0,,,
FL,,3,450,54,20024,CAPOTEN 12,,,,,,,,,30,1,5.42,0,0,,,
FL,,3,450,75,20024,CAPOTEN 12,,,,,,,,,60,1,7.11,0,0,,,
FL,,3,452,50,20024,CAPOTEN 25,,,,,,,,,210,4,16.19,0,0,,,
FL,,3,452,51,20024,CAPOTEN 25,,,,,,,,,840,6,75.4,0,0,,,
FL,,3,482,50,20024,CAPOTEN 50,,,,,,,,,165,3,28.11,0,0,,,
FL,,3,482,51,20024,CAPOTEN 50,,,,,,,,,303,4,45.93,0,0,,,
FL,,3,485,50,20024,CAPOTEN 10,,,,,,,,,1,1,4.91,0,0,,,
FL,,3,494,20,20024,KENALOG-10,,,,,,,,,115,12,217.57,0,0,,,
FL,,3,496,20,20024,KENALOG IN,,,,,,,,,50,8,75.24,0,0,,,
FL,,3,501,62,20024,KENALOG   ,,,,,,,,,3588,55,1924,0,0,,,
FL,,3,506,20,20024,KENALOG   ,,,,,,,,,30,1,6.07,0,0,,,
FL,,3,508,56,20024,KENALOG   ,,,,,,,,,180,3,21.72,0,0,,,
FL,,3,535,36,20024,THERAGRAN ,,,,,,,,,462,17,303.88,0,0,,,
FL,,3,543,20,20024,MYCOSTATIN,,,,,,,,,1204,23,1172.33,0,0,,,
FL,,3,566,30,20024,MYCOLOG II,,,,,,,,,15,1,5.69,0,0,,,
FL,,3,566,60,20024,MYCOLOG II,,,,,,,,,120,4,28.6,0,0,,,
FL,,3,566,65,20024,MYCOLOG II,,,,,,,,,245,9,60.55,0,0,,,
FL,,3,569,2,20024,PROLIXIN  ,,,,,,,,,10,9,279.88,0,0,,,
FL,,3,569,15,20024,PROLIXIN  ,,,,,,,,,271,54,6051.92,0,0,,,
FL,,3,579,31,20024,MYCOSTATIN,,,,,,,,,60,2,12.98,0,0,,,
FL,,3,588,60,20024,MYCOSTATIN,,,,,,,,,300,5,47.15,0,0,,,
FL,,3,593,20,20024,MYCOSTATIN,,,,,,,,,3055,77,3316.7,0,0,,,
FL,,3,603,43,20024,SUMYCIN 50,,,,,,,,,207,8,61.71,0,0,,,
FL,,3,655,40,20024,SUMYCIN '2,,,,,,,,,268,7,43.01,0,0,,,
FL,,3,655,60,20024,SUMYCIN '2,,,,,,,,,679,15,96.34,0,0,,,
FL,,3,663,45,20024,SUMYCIN 25,,,,,,,,,1385,23,192.61,0,0,,,
FL,,3,681,44,20024,VEETIDS 12,,,,,,,,,4100,26,193.14,0,0,,,
FL,,3,681,54,20024,VEETIDS 12,,,,,,,,,9100,44,327.33,0,0,,,
FL,,3,682,44,20024,VEETIDS 25,,,,,,,,,18750,127,844.58,0,0,,,
FL,,3,682,54,20024,VEETIDS 25,,,,,,,,,64151,313,2355.37,0,0,,,
FL,,3,749,50,20024,CEPHALEXIN,,,,,,,,,823,43,382.82,0,0,,,
FL,,3,749,60,20024,CEPHALEXIN,,,,,,,,,642,20,238.76,0,0,,,
FL,,3,758,50,20024,PRONESTYL ,,,,,,,,,2681,28,1972.52,0,0,,,
FL,,3,763,40,20024,SUMYCIN '5,,,,,,,,,265,8,61.71,0,0,,,
FL,,3,763,50,20024,SUMYCIN '5,,,,,,,,,591,13,102.44,0,0,,,
FL,,3,775,50,20024,PRONESTYL-,,,,,,,,,270,3,241.86,0,0,,,
FL,,3,801,10,20024,PROLIXIN  ,,,,,,,,,120,1,151.03,0,0,,,
FL,,3,815,50,20024,SUMYCIN SY,,,,,,,,,14415.25,35,1896.44,0,0,,,
FL,,3,820,30,20024,PROLIXIN  ,,,,,,,,,260,3,109.84,0,0,,,
FL,,3,830,50,20024,HYDREA    ,,,,,,,,,1745,37,2090.06,0,0,,,
FL,,3,864,50,20024,PROLIXIN  ,,,,,,,,,90,1,30.55,0,0,,,
FL,,3,874,50,20024,CEPHALEXIN,,,,,,,,,1070,45,643.59,0,0,,,
FL,,3,874,60,20024,CEPHALEXIN,,,,,,,,,2213,78,1179.71,0,0,,,
FL,,3,969,9,20024,PRINCIPEN ,,,,,,,,,900,7,60.66,0,0,,,
FL,,3,969,61,20024,PRINCIPEN ,,,,,,,,,200,1,9.99,0,0,,,
FL,,3,972,52,20024,PRINCIPEN ,,,,,,,,,3530,20,281.03,0,0,,,
FL,,3,972,61,20024,PRINCIPEN ,,,,,,,,,10700,40,684.8,0,0,,,
FL,,3,1482,15,20024,HALOG 0.1%,,,,,,,,,210,9,325.94,0,0,,,
FL,,3,1482,20,20024,HALOG 0.1%,,,,,,,,,1470,46,1808.77,0,0,,,
FL,,3,1482,30,20024,HALOG 0.1%,,,,,,,,,3225,51,3236.44,0,0,,,
FL,,3,1482,40,20024,HALOG 0.1%,,,,,,,,,4620,19,3523.8,0,0,,,
FL,,3,1483,20,20024,KENALOG   ,,,,,,,,,20,1,7.67,0,0,,,
FL,,3,1494,21,20024,HALOG-E 0.,,,,,,,,,60,2,74.54,0,0,,,
FL,,3,1494,31,20024,HALOG-E 0.,,,,,,,,,180,3,181.26,0,0,,,
FL,,3,1737,30,20024,TRIMOX 125,,,,,,,,,8530,83,521.64,0,0,,,
FL,,3,1737,40,20024,TRIMOX 125,,,,,,,,,39135,322,2142.48,0,0,,,
FL,,3,1737,45,20024,TRIMOX 125,,,,,,,,,119950,788,5717.31,0,0,,,
FL,,3,1738,30,20024,TRIMOX 250,,,,,,,,,20600,171,1798.43,0,0,,,
FL,,3,1738,40,20024,TRIMOX 250,,,,,,,,,129950,977,10480.76,0,0,,,
FL,,3,1738,45,20024,TRIMOX 250,,,,,,,,,477630,2818,30470.79,0,0,,,
FL,,3,1964,1,20024,ZERIT     ,,,,,,,,,2281,43,9974.82,0,0,,,
FL,,3,1965,1,20024,ZERIT     ,,,,,,,,,33649,617,154249.76,0,0,,,
FL,,3,1966,1,20024,ZERIT     ,,,,,,,,,108695,1849,532009.82,0,0,,,
FL,,3,1967,1,20024,ZERIT     ,,,,,,,,,492506,8285,2447536.64,0,0,,,
FL,,3,1968,1,20024,ZERIT     ,,,,,,,,,406640,360,113439.81,0,0,,,
FL,,3,2201,30,20024,CEPHALEXIN,,,,,,,,,200,2,19.12,0,0,,,
FL,,3,2201,40,20024,CEPHALEXIN,,,,,,,,,150,1,12.16,0,0,,,
FL,,3,2202,30,20024,CEPHALEXIN,,,,,,,,,100,1,14.34,0,0,,,
FL,,3,2202,40,20024,CEPHALEXIN,,,,,,,,,2000,10,195.77,0,0,,,
FL,,3,2550,10,20024,AZACTAM FO,,,,,,,,,73,7,641.47,0,0,,,
FL,,3,2560,10,20024,AZACTAM   ,,,,,,,,,55,8,926.03,0,0,,,
FL,,3,2725,10,20024,TOBRAMYCIN,,,,,,,,,2008,81,3542.46,0,0,,,
FL,,3,2725,30,20024,TOBRAMYCIN,,,,,,,,,924.3,29,1685.24,0,0,,,
FL,,3,5154,5,20024,PRAVACHOL ,,,,,,,,,44479,1470,110050.26,0,0,,,
FL,,3,5178,5,20024,PRAVACHOL ,,,,,,,,,389683,13008,1013140.73,0,0,,,
FL,,3,5178,6,20024,PRAVACHOL ,,,,,,,,,6756,232,17941.05,0,0,,,
FL,,3,5178,75,20024,PRAVACHOL ,,,,,,,,,21975.05,735,50845.47,0,0,,,
FL,,3,5194,10,20024,PRAVACHOL ,,,,,,,,,442131,14542,1691804.47,0,0,,,
FL,,3,5195,10,20024,PRAVACHOL ,,,,,,,,,28349,957,108858.89,0,0,,,
FL,,3,6335,17,20024,DROXIA    ,,,,,,,,,360,5,312.65,0,0,,,
FL,,3,6336,17,20024,DROXIA    ,,,,,,,,,90,3,85.56,0,0,,,
FL,,3,6337,17,20024,DROXIA    ,,,,,,,,,308,6,274.69,0,0,,,
FL,,3,7732,89,20024,MAXIPIME  ,,,,,,,,,11,2,176.35,0,0,,,
FL,,3,7732,95,20024,MAXIPIME  ,,,,,,,,,22,2,344.53,0,0,,,
FL,,3,7732,99,20024,MAXIPIME  ,,,,,,,,,44,6,578.85,0,0,,,
FL,,3,7733,99,20024,MAXIPIME  ,,,,,,,,,46,3,1345.06,0,0,,,
FL,,4,18,14,20024,TICLID TAB,,,,,,,,,120,2,189.88,0,0,,,
FL,,4,18,22,20024,TICLID TAB,,,,,,,,,241,5,385.49,0,0,,,
FL,,4,18,23,20024,TICLID 250,,,,,,,,,330,6,524.28,0,0,,,
FL,,4,28,28,20024,NAPROSYN S,,,,,,,,,16729,38,1785.26,0,0,,,
FL,,4,38,22,20024,VALCYTE 45,,,,,,,,,24896,482,640472.68,0,0,,,
FL,,4,58,1,20024,KLONOPIN 1,,,,,,,,,2350,29,822.15,0,0,,,
FL,,4,68,1,20024,KLONOPIN 0,,,,,,,,,1372,39,521.66,0,0,,,
FL,,4,98,1,20024,KLONOPIN 2,,,,,,,,,800,10,288.94,0,0,,,
FL,,4,117,1,20024,BACTRIM DS,,,,,,,,,122,2,28.85,0,0,,,
FL,,4,117,14,20024,BACTRIM DS,,,,,,,,,20,1,7.91,0,0,,,
FL,,4,121,1,20024,BUMEX 1MG ,,,,,,,,,194,7,76.39,0,0,,,
FL,,4,121,14,20024,BUMEX 1MG ,,,,,,,,,180,4,61.16,0,0,,,
FL,,4,143,1,20024,ROCALTROL ,,,,,,,,,5512,134,6990.03,0,0,,,
FL,,4,143,23,20024,ROCALTROL ,,,,,,,,,2307,50,2875.73,0,0,,,
FL,,4,144,1,20024,ROCALTROL ,,,,,,,,,1526,33,3064.17,0,0,,,
FL,,4,155,49,20024,ACCUTANE 1,,,,,,,,,1170,30,7962,0,0,,,
FL,,4,156,49,20024,ACCUTANE 4,,,,,,,,,6022,136,55987.43,0,0,,,
FL,,4,162,1,20024,BUMEX 2MG ,,,,,,,,,210,5,110.84,0,0,,,
FL,,4,169,49,20024,ACCUTANE 2,,,,,,,,,3495,71,27374.96,0,0,,,
FL,,4,172,2,20024,LARIAM 25 ,,,,,,,,,75,10,797.65,0,0,,,
FL,,4,180,22,20024,CARDENE SR,,,,,,,,,2435,44,2077.61,0,0,,,
FL,,4,180,91,20024,CARDENE SR,,,,,,,,,240,4,207.52,0,0,,,
FL,,4,181,22,20024,CARDENE SR,,,,,,,,,1080,20,1402.47,0,0,,,
FL,,4,182,22,20024,CARDENE SR,,,,,,,,,120,3,179.94,0,0,,,
FL,,4,183,1,20024,CARDENE 20,,,,,,,,,284,4,114.96,0,0,,,
FL,,4,184,1,20024,CARDENE 30,,,,,,,,,60,2,32.76,0,0,,,
FL,,4,213,57,20024,SORIATANE ,,,,,,,,,120,4,943.32,0,0,,,
FL,,4,214,57,20024,SORIATANE ,,,,,,,,,1148,33,11807.33,0,0,,,
FL,,4,220,1,20024,HIVID 0.37,,,,,,,,,1800,18,3572.56,0,0,,,
FL,,4,221,1,20024,HIVID 0.75,,,,,,,,,17201,199,42719.86,0,0,,,
FL,,4,239,9,20024,KYTRIL 1ML,,,,,,,,,36,9,5796.42,0,0,,,
FL,,4,240,9,20024,KYTRIL 4ML,,,,,,,,,4,1,672.59,0,0,,,
FL,,4,241,26,20024,Kytril 1 m,,,,,,,,,220,7,8888.61,0,0,,,
FL,,4,241,33,20024,Kytril 1 m,,,,,,,,,90,4,3642.2,0,0,,,
FL,,4,245,15,20024,INVIRASE C,,,,,,,,,190580,808,404945.5,0,0,,,
FL,,4,246,48,20024,FORTOVASE ,,,,,,,,,235796,923,280039.38,0,0,,,
FL,,4,250,1,20024,VESANOID C,,,,,,,,,2134,14,31662.36,0,0,,,
FL,,4,256,52,20024,Xenical ca,,,,,,,,,2523,28,3088.01,0,0,,,
FL,,4,259,1,20024,CELLCEPT C,,,,,,,,,137052,813,342597.58,0,0,,,
FL,,4,259,5,20024,CELLCEPT C,,,,,,,,,720,3,1821.81,0,0,,,
FL,,4,259,43,20024,CELLCEPT C,,,,,,,,,92570,463,231331.4,0,0,,,
FL,,4,260,1,20024,CELLCEPT 5,,,,,,,,,113636,1098,563526.83,0,0,,,
FL,,4,260,43,20024,CELLCEPT 5,,,,,,,,,21120,223,101960.83,0,0,,,
FL,,4,261,29,20024,Cellcept O,,,,,,,,,13635,79,26667.89,0,0,,,
FL,,4,262,1,20024,Demadex 5m,,,,,,,,,2753,92,2085.41,0,0,,,
FL,,4,262,49,20024,Demadex 5m,,,,,,,,,249,9,190.07,0,0,,,
FL,,4,263,1,20024,Demadex 10,,,,,,,,,6787,213,5494.34,0,0,,,
FL,,4,263,49,20024,Demadex 10,,,,,,,,,1528,32,1164.64,0,0,,,
FL,,4,264,1,20024,DEMADEX 20,,,,,,,,,35515,894,31594.27,0,0,,,
FL,,4,264,49,20024,DEMADEX 20,,,,,,,,,1774,54,1651.52,0,0,,,
FL,,4,265,1,20024,DEMADEX 10,,,,,,,,,4200,122,12730.62,0,0,,,
FL,,4,265,49,20024,DEMADEX 10,,,,,,,,,139,5,428.67,0,0,,,
