State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,,
MA,,2,1438,1,19991,PROGESTERO,,,,,,,,,532,5,736.46,0,0,,,
MA,,2,1450,1,19991,GLUCAGON F,,,,,,,,,54,41,2295.19,0,0,,,
MA,,2,1452,1,19991,VELBAN    ,,,,,,,,,7,3,255.73,0,0,,,
MA,,2,1498,25,19991,KEFZOL    ,,,,,,,,,182,2,485.98,0,0,,,
MA,,2,1615,12,19991,MAGNESIUM ,,,,,,,,,40,5,41.25,0,0,,,
MA,,2,1637,1,19991,MORPHINE S,,,,,,,,,40,2,36.82,0,0,,,
MA,,2,1664,12,19991,PAPAVERINE,,,,,,,,,10,1,9.12,0,0,,,
MA,,2,2029,2,19991,SODIUM BIC,,,,,,,,,680,4,39.8,0,0,,,
MA,,2,2035,2,19991,CALCIUM CA,,,,,,,,,1670,10,40.03,0,0,,,
MA,,2,2054,2,19991,SULFADIAZI,,,,,,,,,50,1,7.66,0,0,,,
MA,,2,2103,22,19991,DYMELOR   ,,,,,,,,,6,1,2.85,0,0,,,
MA,,2,2123,2,19991,ISONIAZID ,,,,,,,,,60,2,7.1,0,0,,,
MA,,2,2372,37,19991,VANCOCIN H,,,,,,,,,2155,16,4631.17,0,0,,,
MA,,2,2438,5,19991,PHENOBARBI,,,,,,,,,8130,16,97.5,0,0,,,
MA,,2,2468,5,19991,AVENTYL HC,,,,,,,,,35699,72,3441.79,0,0,,,
MA,,2,2549,2,19991,MORPHINE S,,,,,,,,,429,10,132.33,0,0,,,
MA,,2,2550,2,19991,MORPHINE S,,,,,,,,,50,1,18.34,0,0,,,
MA,,2,2551,2,19991,MORPHINE S,,,,,,,,,30,1,17.49,0,0,,,
MA,,2,2557,2,19991,CODEINE PH,,,,,,,,,20,1,10.46,0,0,,,
MA,,2,2576,5,19991,PAREGORIC ,,,,,,,,,1200,5,24.1,0,0,,,
MA,,2,2606,5,19991,OPIUM     ,,,,,,,,,967,14,208,0,0,,,
MA,,2,2606,58,19991,OPIUM     ,,,,,,,,,3354,54,1241.74,0,0,,,
MA,,2,3061,2,19991,CECLOR    ,,,,,,,,,225,7,448.19,0,0,,,
MA,,2,3061,15,19991,CECLOR    ,,,,,,,,,333,11,702.29,0,0,,,
MA,,2,3061,33,19991,CECLOR    ,,,,,,,,,6,1,10.16,0,0,,,
MA,,2,3062,15,19991,CECLOR    ,,,,,,,,,141,5,499.12,0,0,,,
MA,,2,3125,42,19991,VANCOCIN H,,,,,,,,,2948,72,13761.93,0,0,,,
MA,,2,3126,42,19991,VANCOCIN H,,,,,,,,,3103,76,28683.68,0,0,,,
MA,,2,3144,3,19991,AXID      ,,,,,,,,,91655,2310,141965.94,0,0,,,
MA,,2,3144,33,19991,AXID      ,,,,,,,,,716,24,1151.64,0,0,,,
MA,,2,3144,60,19991,AXID      ,,,,,,,,,276449,5221,408140.7,0,0,,,
MA,,2,3145,30,19991,AXID      ,,,,,,,,,9918,261,28181.7,0,0,,,
MA,,2,3170,30,19991,LORABID   ,,,,,,,,,4014,180,11014.64,0,0,,,
MA,,2,3171,30,19991,LORABID   ,,,,,,,,,7196,337,25640.37,0,0,,,
MA,,2,4112,60,19991,ZYPREXA   ,,,,,,,,,245774,6798,1018833.27,0,0,,,
MA,,2,4115,33,19991,ZYPREXA   ,,,,,,,,,616,17,3143.5,0,0,,,
MA,,2,4115,60,19991,ZYPREXA   ,,,,,,,,,511875,13303,2497366.87,0,0,,,
MA,,2,4116,33,19991,ZYPREXA   ,,,,,,,,,7,1,37.31,0,0,,,
MA,,2,4116,60,19991,ZYPREXA   ,,,,,,,,,128014,3427,627299.19,0,0,,,
MA,,2,4117,33,19991,ZYPREXA   ,,,,,,,,,2416,60,16790.67,0,0,,,
MA,,2,4117,60,19991,ZYPREXA   ,,,,,,,,,669246,17575,4952472.69,0,0,,,
MA,,2,4165,2,19991,RALOXIFENE,,,,,,,,,11519,366,21452.88,0,0,,,
MA,,2,4165,30,19991,RALOXIFENE,,,,,,,,,34134,908,61273.55,0,0,,,
MA,,2,5058,18,19991,CECLOR    ,,,,,,,,,375,2,101.62,0,0,,,
MA,,2,5058,68,19991,CECLOR    ,,,,,,,,,3300,18,1148.74,0,0,,,
MA,,2,5105,1,19991,VANCOCIN H,,,,,,,,,100,1,166.34,0,0,,,
MA,,2,5105,16,19991,VANCOCIN H,,,,,,,,,5932,54,8340.11,0,0,,,
MA,,2,5130,48,19991,CECLOR    ,,,,,,,,,100,1,28.01,0,0,,,
MA,,2,5135,48,19991,LORABID   ,,,,,,,,,14550,127,3647.96,0,0,,,
MA,,2,5135,87,19991,LORABID   ,,,,,,,,,750,6,211.78,0,0,,,
MA,,2,5136,18,19991,LORABID   ,,,,,,,,,2025,16,874.99,0,0,,,
MA,,2,5136,48,19991,LORABID   ,,,,,,,,,59820,522,21593.41,0,0,,,
MA,,2,5136,87,19991,LORABID   ,,,,,,,,,3750,47,1560.58,0,0,,,
MA,,2,7040,1,19991,NEBCIN    ,,,,,,,,,35,2,3044.14,0,0,,,
MA,,2,7195,1,19991,ONCOVIN   ,,,,,,,,,2,1,63.76,0,0,,,
MA,,2,7217,1,19991,HEPARIN SO,,,,,,,,,20,3,90.88,0,0,,,
MA,,2,7231,1,19991,TAZIDIME  ,,,,,,,,,41,2,540.68,0,0,,,
MA,,2,7241,16,19991,TAZIDIME  ,,,,,,,,,2,1,140.27,0,0,,,
MA,,2,7278,25,19991,KEFUROX   ,,,,,,,,,6,1,42.84,0,0,,,
MA,,2,7321,1,19991,VANCOCIN H,,,,,,,,,15,1,125.7,0,0,,,
MA,,2,7335,16,19991,HUMATROPE ,,,,,,,,,626,88,110313.51,0,0,,,
MA,,2,7502,1,19991,GEMZAR    ,,,,,,,,,19,5,7141.11,0,0,,,
MA,,2,7510,1,19991,HUMALOG   ,,,,,,,,,20255,1345,51209.38,0,0,,,
MA,,2,7515,59,19991,HUMALOG CA,,,,,,,,,898,62,3317.55,0,0,,,
MA,,2,8009,1,19991,GLUCAGON F,,,,,,,,,467,278,21906.51,0,0,,,
MA,,2,8030,1,19991,GLUCAGON F,,,,,,,,,73,59,2809.5,0,0,,,
MA,,2,8210,1,19991,REGULAR IL,,,,,,,,,2450,190,5966.2,0,0,,,
MA,,2,8211,1,19991,REGULAR IL,,,,,,,,,740,50,2887.4,0,0,,,
MA,,2,8215,1,19991,HUMULIN R ,,,,,,,,,80370,5664,159019.95,0,0,,,
MA,,2,8217,59,19991,HUMULIN R ,,,,,,,,,246,22,683.61,0,0,,,
MA,,2,8239,1,19991,GLUCAGON F,,,,,,,,,140,91,7126.42,0,0,,,
MA,,2,8310,1,19991,NPH ILETIN,,,,,,,,,13404,794,32437.58,0,0,,,
MA,,2,8311,1,19991,NPH ILETIN,,,,,,,,,1834,108,6987.19,0,0,,,
MA,,2,8315,1,19991,HUMULIN N ,,,,,,,,,321491,17578,632110.64,0,0,,,
MA,,2,8317,59,19991,HUMULIN N ,,,,,,,,,841,54,2494.89,0,0,,,
MA,,2,8410,1,19991,LENTE ILET,,,,,,,,,920,49,2170.33,0,0,,,
MA,,2,8411,1,19991,LENTE ILET,,,,,,,,,250,11,996.29,0,0,,,
MA,,2,8415,1,19991,HUMULIN L ,,,,,,,,,9930,534,19169.87,0,0,,,
MA,,2,8501,1,19991,HUMULIN R ,,,,,,,,,40,2,267.35,0,0,,,
MA,,2,8615,1,19991,HUMULIN U ,,,,,,,,,5490,354,10790.68,0,0,,,
MA,,2,8715,1,19991,HUMULIN 70,,,,,,,,,128125,6323,252260.54,0,0,,,
MA,,2,8717,59,19991,HUMULIN 70,,,,,,,,,603,33,1698.38,0,0,,,
MA,,2,8725,59,19991,HUMALOG PE,,,,,,,,,255,12,1172.2,0,0,,,
MA,,2,8730,59,19991,HUMULIN N ,,,,,,,,,416,23,1694.96,0,0,,,
MA,,2,8770,59,19991,HUMULIN 70,,,,,,,,,414,21,1693.81,0,0,,,
MA,,2,9515,1,19991,HUMULIN 50,,,,,,,,,1730,90,3444.3,0,0,,,
MA,,3,101,20,19991,TRIMOX    ,,,,,,,,,1624,55,271.92,0,0,,,
MA,,3,101,50,19991,TRIMOX 250,,,,,,,,,3099,96,473.01,0,0,,,
MA,,3,101,51,19991,TRIMOX 250,,,,,,,,,174,34,111.66,0,0,,,
MA,,3,101,60,19991,TRIMOX 250,,,,,,,,,64771,2323,10834.39,0,0,,,
MA,,3,109,20,19991,TRIMOX    ,,,,,,,,,3496,124,1164.91,0,0,,,
MA,,3,109,45,19991,TRIMOX 500,,,,,,,,,30,1,12.35,0,0,,,
MA,,3,109,55,19991,TRIMOX    ,,,,,,,,,2729,105,1035.62,0,0,,,
MA,,3,109,60,19991,TRIMOX 500,,,,,,,,,112220,4303,42696.32,0,0,,,
MA,,3,113,24,19991,VELOSEF   ,,,,,,,,,20,1,16.98,0,0,,,
MA,,3,114,50,19991,VELOSEF '5,,,,,,,,,15,1,11.28,0,0,,,
MA,,3,115,50,19991,VEETIDS '2,,,,,,,,,4003,111,512.84,0,0,,,
MA,,3,115,75,19991,VEETIDS '2,,,,,,,,,48177,1379,5372,0,0,,,
MA,,3,116,50,19991,VEETIDS 50,,,,,,,,,40176,1324,6574.28,0,0,,,
MA,,3,116,75,19991,VEETIDS 50,,,,,,,,,61915,2064,9462.15,0,0,,,
MA,,3,122,50,19991,PRINCIPEN ,,,,,,,,,1064,33,152.62,0,0,,,
MA,,3,122,60,19991,PRINCIPEN ,,,,,,,,,5584,178,824.79,0,0,,,
MA,,3,134,50,19991,PRINCIPEN ,,,,,,,,,1867,61,397.31,0,0,,,
MA,,3,134,60,19991,PRINCIPEN ,,,,,,,,,9887,320,2013.01,0,0,,,
MA,,3,138,50,19991,SULFAMETHO,,,,,,,,,201,8,32.67,0,0,,,
MA,,3,138,60,19991,SULFAMETHO,,,,,,,,,170,4,20.88,0,0,,,
MA,,3,154,50,19991,PRAVACHOL ,,,,,,,,,1127,39,1770.38,0,0,,,
MA,,3,154,51,19991,PRAVACHOL ,,,,,,,,,111,3,173.85,0,0,,,
MA,,3,171,50,19991,SULFAMETHO,,,,,,,,,40,3,11.06,0,0,,,
MA,,3,171,60,19991,SULFAMETHO,,,,,,,,,236,12,48.63,0,0,,,
MA,,3,172,68,19991,KENALOG   ,,,,,,,,,80,1,23.11,0,0,,,
MA,,3,173,60,19991,KENALOG   ,,,,,,,,,420,7,247.54,0,0,,,
MA,,3,178,50,19991,PRAVACHOL ,,,,,,,,,1135,32,1896.75,0,0,,,
MA,,3,178,51,19991,PRAVACHOL ,,,,,,,,,7,1,13.69,0,0,,,
MA,,3,194,50,19991,PRAVACHOL ,,,,,,,,,450,15,1254.15,0,0,,,
MA,,3,207,50,19991,CORGARD 40,,,,,,,,,3840,63,4962.48,0,0,,,
MA,,3,208,50,19991,CORGARD 12,,,,,,,,,390,7,920.47,0,0,,,
MA,,3,231,45,19991,TRIMOX 500,,,,,,,,,173,7,66.29,0,0,,,
MA,,3,232,50,19991,CORGARD 20,,,,,,,,,1830,28,2027.11,0,0,,,
MA,,3,238,75,19991,DIAZEPAM  ,,,,,,,,,15,1,3.19,0,0,,,
MA,,3,241,50,19991,CORGARD 80,,,,,,,,,1320,29,2244.43,0,0,,,
MA,,3,246,49,19991,CORGARD 16,,,,,,,,,30,1,78.53,0,0,,,
MA,,3,248,15,19991,HALOG 0.1%,,,,,,,,,165,8,220.8,0,0,,,
MA,,3,248,20,19991,HALOG 0.1%,,,,,,,,,1110,32,1153.67,0,0,,,
MA,,3,248,30,19991,HALOG 0.1%,,,,,,,,,6450,87,5681.82,0,0,,,
MA,,3,248,40,19991,HALOG 0.1%,,,,,,,,,1680,7,1155.86,0,0,,,
MA,,3,249,15,19991,HALOG 0.1%,,,,,,,,,120,6,146.6,0,0,,,
MA,,3,249,20,19991,HALOG 0.1%,,,,,,,,,1800,29,1519.55,0,0,,,
MA,,3,251,50,19991,DELESTROGE,,,,,,,,,5,1,86.92,0,0,,,
MA,,3,283,50,19991,CORZD 40MG,,,,,,,,,570,17,685.24,0,0,,,
MA,,3,293,5,19991,KENALOG-40,,,,,,,,,9,7,54.69,0,0,,,
MA,,3,293,20,19991,KENALOG-40,,,,,,,,,20,3,88.11,0,0,,,
MA,,3,328,40,19991,DELATESTRY,,,,,,,,,5,1,51.94,0,0,,,
MA,,3,338,50,19991,CAPOZIDE 2,,,,,,,,,1372,26,1170.51,0,0,,,
MA,,3,343,50,19991,DELESTROGE,,,,,,,,,10,2,108.4,0,0,,,
MA,,3,384,50,19991,CAPOZIDE 5,,,,,,,,,300,5,430.56,0,0,,,
MA,,3,390,50,19991,CAPOZIDE 5,,,,,,,,,340,5,481.47,0,0,,,
MA,,3,412,30,19991,FUNGIZONE ,,,,,,,,,60,2,69.86,0,0,,,
MA,,3,429,50,19991,FLORINEF 0,,,,,,,,,44784,986,26511.64,0,0,,,
MA,,3,437,30,19991,FUNGIZONE ,,,,,,,,,61,2,933.49,0,0,,,
MA,,3,450,51,19991,CAPOTEN 12,,,,,,,,,208,3,16.79,0,0,,,
MA,,3,450,54,19991,CAPOTEN 12,,,,,,,,,4330,50,2939.72,0,0,,,
MA,,3,450,75,19991,CAPOTEN 12,,,,,,,,,60,1,5.25,0,0,,,
MA,,3,452,50,19991,CAPOTEN 25,,,,,,,,,6320,67,5307.38,0,0,,,
MA,,3,452,75,19991,CAPOTEN 25,,,,,,,,,270,2,153,0,0,,,
MA,,3,466,65,19991,MYCOLOG II,,,,,,,,,60,1,7.3,0,0,,,
MA,,3,482,50,19991,CAPOTEN 50,,,,,,,,,3058,38,3909.49,0,0,,,
MA,,3,482,75,19991,CAPOTEN 50,,,,,,,,,360,3,517.5,0,0,,,
MA,,3,485,50,19991,CAPOTEN 10,,,,,,,,,960,10,1329.34,0,0,,,
MA,,3,494,20,19991,KENALOG-10,,,,,,,,,160,16,241.91,0,0,,,
MA,,3,496,20,19991,KENALOG IN,,,,,,,,,45,9,90.24,0,0,,,
MA,,3,501,62,19991,KENALOG   ,,,,,,,,,1827,17,804.25,0,0,,,
MA,,3,502,70,19991,KENALOG   ,,,,,,,,,240,4,153.56,0,0,,,
MA,,3,506,20,19991,KENALOG   ,,,,,,,,,30,1,24.23,0,0,,,
MA,,3,506,49,19991,KENALOG   ,,,,,,,,,160,2,74.21,0,0,,,
MA,,3,543,20,19991,MYCOSTATIN,,,,,,,,,1881,34,1782.43,0,0,,,
MA,,3,559,33,19991,MINERAL OI,,,,,,,,,480,1,7.18,0,0,,,
MA,,3,559,52,19991,MINERAL OI,,,,,,,,,4800,5,35.72,0,0,,,
MA,,3,566,30,19991,MYCOLOG II,,,,,,,,,135,8,117.02,0,0,,,
MA,,3,566,60,19991,MYCOLOG II,,,,,,,,,90,3,61.66,0,0,,,
MA,,3,566,65,19991,MYCOLOG II,,,,,,,,,600,10,467.29,0,0,,,
MA,,3,569,2,19991,PROLIXIN  ,,,,,,,,,46,29,1026.05,0,0,,,
MA,,3,569,15,19991,PROLIXIN  ,,,,,,,,,470,90,9740.2,0,0,,,
MA,,3,572,50,19991,METRONIDAZ,,,,,,,,,38,3,32.35,0,0,,,
MA,,3,579,31,19991,MYCOSTATIN,,,,,,,,,120,4,97.23,0,0,,,
MA,,3,580,53,19991,MYCOSTATIN,,,,,,,,,84,3,56.7,0,0,,,
MA,,3,588,10,19991,MYCOSTATIN,,,,,,,,,420,3,22.36,0,0,,,
MA,,3,588,60,19991,MYCOSTATIN,,,,,,,,,225,3,20.29,0,0,,,
MA,,3,593,20,19991,MYCOSTATIN,,,,,,,,,4450,235,6743.23,0,0,,,
MA,,3,603,43,19991,SUMYCIN '5,,,,,,,,,1016,17,132.94,0,0,,,
MA,,3,603,50,19991,SUMYCIN '5,,,,,,,,,60,1,8.61,0,0,,,
MA,,3,655,40,19991,SUMYCIN '2,,,,,,,,,5114,89,374.78,0,0,,,
MA,,3,655,60,19991,SUMYCIN '2,,,,,,,,,49234,822,3112.81,0,0,,,
MA,,3,663,45,19991,SUMYCIN '2,,,,,,,,,1498,22,120.38,0,0,,,
MA,,3,663,75,19991,SUMYCIN '2,,,,,,,,,630,10,59.43,0,0,,,
MA,,3,681,44,19991,VEETIDS 12,,,,,,,,,3600,31,86.34,0,0,,,
MA,,3,681,54,19991,VEETIDS 12,,,,,,,,,15750,81,312.23,0,0,,,
MA,,3,682,44,19991,VEETIDS 25,,,,,,,,,8370,66,313.46,0,0,,,
MA,,3,682,54,19991,VEETIDS 25,,,,,,,,,103275,489,2859.77,0,0,,,
MA,,3,690,50,19991,TESLAC    ,,,,,,,,,840,3,1150.38,0,0,,,
MA,,3,713,50,19991,RAUDIXIN  ,,,,,,,,,360,3,11.34,0,0,,,
MA,,3,735,31,19991,PENICILLIN,,,,,,,,,27,7,138.48,0,0,,,
MA,,3,749,50,19991,CEPHALEXIN,,,,,,,,,1046,33,211.5,0,0,,,
MA,,3,749,60,19991,CEPHALEXIN,,,,,,,,,6238,193,1185.44,0,0,,,
MA,,3,763,40,19991,SUMYCIN '5,,,,,,,,,18760,237,1445.67,0,0,,,
MA,,3,763,50,19991,SUMYCIN '5,,,,,,,,,50599,887,4369.77,0,0,,,
MA,,3,769,51,19991,RAUZIDE   ,,,,,,,,,360,5,234.37,0,0,,,
MA,,3,801,10,19991,PROLIXIN  ,,,,,,,,,1803,25,1846.21,0,0,,,
MA,,3,812,40,19991,DOXYCYCLIN,,,,,,,,,42,1,6.74,0,0,,,
MA,,3,812,60,19991,DOXYCYCLIN,,,,,,,,,228,5,30.45,0,0,,,
MA,,3,814,1,19991,DOXYCYCLIN,,,,,,,,,174,7,35.8,0,0,,,
MA,,3,815,50,19991,SUMYCIN   ,,,,,,,,,280,1,11.23,0,0,,,
MA,,3,820,30,19991,PROLIXIN  ,,,,,,,,,1635,27,609.51,0,0,,,
MA,,3,820,50,19991,PROLIXIN  ,,,,,,,,,600,3,205.02,0,0,,,
MA,,3,824,5,19991,PROLIXIN  ,,,,,,,,,35,7,747.58,0,0,,,
MA,,3,826,31,19991,THERAGRAN ,,,,,,,,,480,4,24.4,0,0,,,
MA,,3,830,50,19991,HYDREA    ,,,,,,,,,3856,74,4143.05,0,0,,,
MA,,3,851,50,19991,TRIAMT    ,,,,,,,,,120,4,15.48,0,0,,,
MA,,3,863,50,19991,PROLIXIN  ,,,,,,,,,720,8,575.79,0,0,,,
MA,,3,864,50,19991,PROLIXIN  ,,,,,,,,,1197,21,1467.9,0,0,,,
MA,,3,874,50,19991,CEPHALEXIN,,,,,,,,,5479,183,1535.98,0,0,,,
MA,,3,874,60,19991,CEPHALEXIN,,,,,,,,,15448,498,4461.36,0,0,,,
MA,,3,877,50,19991,PROLIXIN  ,,,,,,,,,1796,28,2967.17,0,0,,,
MA,,3,956,50,19991,PROLIXIN  ,,,,,,,,,4040,42,8627.87,0,0,,,
MA,,3,969,9,19991,PRINCIPEN ,,,,,,,,,400,2,12.28,0,0,,,
MA,,3,969,61,19991,PRINCIPEN ,,,,,,,,,2600,13,77.55,0,0,,,
MA,,3,972,52,19991,PRINCIPEN ,,,,,,,,,3800,19,147.37,0,0,,,
MA,,3,972,61,19991,PRINCIPEN ,,,,,,,,,10600,44,391.96,0,0,,,
MA,,3,1201,10,19991,SULFAMETHO,,,,,,,,,6353,30,180.91,0,0,,,
MA,,3,1482,15,19991,HALOG 0.1%,,,,,,,,,630,26,837.34,0,0,,,
MA,,3,1482,20,19991,HALOG 0.1%,,,,,,,,,2745,81,2807.82,0,0,,,
MA,,3,1482,30,19991,HALOG 0.1%,,,,,,,,,7980,98,7061.1,0,0,,,
MA,,3,1482,40,19991,HALOG 0.1%,,,,,,,,,480,2,327.63,0,0,,,
MA,,3,1494,31,19991,HALOG-E 0.,,,,,,,,,540,9,484.18,0,0,,,
MA,,3,1737,30,19991,TRIMOX 125,,,,,,,,,37710,435,2276.02,0,0,,,
MA,,3,1737,40,19991,TRIMOX 125,,,,,,,,,34035,291,1421.13,0,0,,,
MA,,3,1737,45,19991,TRIMOX 125,,,,,,,,,563365,3633,17930.35,0,0,,,
MA,,3,1738,15,19991,TRIMOX    ,,,,,,,,,585,21,108.33,0,0,,,
MA,,3,1738,30,19991,TRIMOX 250,,,,,,,,,67925,718,5502.54,0,0,,,
MA,,3,1738,40,19991,TRIMOX 250,,,,,,,,,73655,605,3650.13,0,0,,,
MA,,3,1738,45,19991,TRIMOX 250,,,,,,,,,1544011,9456,56157.09,0,0,,,
MA,,3,1964,1,19991,ZERIT     ,,,,,,,,,1320,18,4815.35,0,0,,,
MA,,3,1965,1,19991,ZERIT     ,,,,,,,,,10484,160,37724.14,0,0,,,
MA,,3,1966,1,19991,ZERIT     ,,,,,,,,,31176,535,120531.74,0,0,,,
MA,,3,1967,1,19991,ZERIT     ,,,,,,,,,198538,3307,802254.74,0,0,,,
MA,,3,1968,1,19991,ZERIT     ,,,,,,,,,83600,71,21054.92,0,0,,,
MA,,3,2201,30,19991,CEPHALEXIN,,,,,,,,,500,4,24.75,0,0,,,
MA,,3,2201,40,19991,CEPHALEXIN,,,,,,,,,3600,18,128.28,0,0,,,
MA,,3,2202,30,19991,CEPHALEXIN,,,,,,,,,3100,26,304.48,0,0,,,
MA,,3,2202,40,19991,CEPHALEXIN,,,,,,,,,22000,102,960.9,0,0,,,
MA,,3,2550,10,19991,AZACTAM FO,,,,,,,,,15,4,123.52,0,0,,,
MA,,3,2560,10,19991,AZACTAM   ,,,,,,,,,98,8,1326.48,0,0,,,
MA,,3,2570,10,19991,AZACTAM   ,,,,,,,,,12,1,343.42,0,0,,,
MA,,3,2725,10,19991,TOBRAMYCIN,,,,,,,,,2330,22,3416.36,0,0,,,
MA,,3,5040,75,19991,ATENOLOL  ,,,,,,,,,60,2,7.6,0,0,,,
MA,,3,5154,5,19991,PRAVACHOL ,,,,,,,,,45958,1241,84538.04,0,0,,,
MA,,3,5154,6,19991,PRAVACHOL ,,,,,,,,,247,9,468.71,0,0,,,
MA,,3,5178,5,19991,PRAVACHOL ,,,,,,,,,217959,5699,429188.69,0,0,,,
MA,,3,5178,75,19991,PRAVACHOL ,,,,,,,,,1865,50,3721.07,0,0,,,
MA,,3,5194,10,19991,PRAVACHOL ,,,,,,,,,69373,1916,221533.3,0,0,,,
MA,,3,5240,50,19991,ALTENOLOL ,,,,,,,,,2355,55,794.98,0,0,,,
MA,,3,5250,2,19991,DILTIAZEM ,,,,,,,,,2455,26,610.16,0,0,,,
MA,,3,5250,3,19991,DILTIAZEM ,,,,,,,,,4558,41,831.02,0,0,,,
MA,,3,5250,4,19991,DILTIAZEM ,,,,,,,,,4668,60,1455.87,0,0,,,
MA,,3,5550,2,19991,DILTIAZEM ,,,,,,,,,2527,28,423.2,0,0,,,
MA,,3,5550,3,19991,DILTIAZEM ,,,,,,,,,2580,30,431.04,0,0,,,
MA,,3,5550,4,19991,DILTIAZEM ,,,,,,,,,2180,25,374.84,0,0,,,
MA,,3,5770,2,19991,DILTIAZEM ,,,,,,,,,1770,15,677.61,0,0,,,
MA,,3,5770,3,19991,DILTIAZEM ,,,,,,,,,510,8,358.22,0,0,,,
MA,,3,5850,2,19991,DILTIAZEM ,,,,,,,,,1000,12,549.12,0,0,,,
MA,,3,6335,17,19991,DROXIA    ,,,,,,,,,314,6,265.12,0,0,,,
MA,,3,6336,17,19991,DROXIA    ,,,,,,,,,278,10,241.43,0,0,,,
MA,,3,6337,17,19991,DROXIA    ,,,,,,,,,379,10,321.68,0,0,,,
MA,,3,7732,99,19991,MAXIPIME  ,,,,,,,,,8,1,115.2,0,0,,,
MA,,3,7733,99,19991,MAXIPIME  ,,,,,,,,,31,2,868.23,0,0,,,
MA,,3,8708,1,19991,DOXYCYCLIN,,,,,,,,,100,1,56.23,0,0,,,
MA,,4,10,1,19991,GANTANOL 0,,,,,,,,,12,1,7.05,0,0,,,
MA,,4,10,49,19991,GANTANOL 0,,,,,,,,,60,2,35.14,0,0,,,
MA,,4,18,14,19991,TICLID TAB,,,,,,,,,23122,420,40042.37,0,0,,,
MA,,4,18,22,19991,TICLID TAB,,,,,,,,,15461,240,26115.87,0,0,,,
MA,,4,18,23,19991,TICLID 250,,,,,,,,,30153,505,51442.82,0,0,,,
MA,,4,18,81,19991,TICLID 250,,,,,,,,,91,2,130.02,0,0,,,
MA,,4,28,28,19991,NAPROSYN S,,,,,,,,,17960,45,1548.36,0,0,,,
MA,,4,44,1,19991,LEVO-DROMO,,,,,,,,,9516,75,6280.73,0,0,,,
MA,,4,50,1,19991,BACTRIM 10,,,,,,,,,290,9,166.52,0,0,,,
MA,,4,53,1,19991,MATULANE 5,,,,,,,,,459,12,309.02,0,0,,,
MA,,4,56,1,19991,LARODOPA 5,,,,,,,,,180,2,111.88,0,0,,,
MA,,4,57,1,19991,LARODOPA 2,,,,,,,,,600,9,231.17,0,0,,,
MA,,4,58,1,19991,KLONOPIN 1,,,,,,,,,476230,6450,362991.04,0,0,,,
MA,,4,58,45,19991,KLONOPIN T,,,,,,,,,4463,87,3474.12,0,0,,,
MA,,4,58,50,19991,KLONOPIN 1,,,,,,,,,1581,19,1245.74,0,0,,,
